Titre,Lien_du_titre,image,note,venueindex,champ,champ1,catégorie,adresse,étiquette,avatar,auteur,utilisateur
"Paul C. • Mai 10, 2013
If you know you are headed to Rome, then take the time to email the Vatican excavations office for this amazing look at what the Vatican and St. Peters is built in, literally and spiritually.",https://fr.foursquare.com/theclares,https://fastly.4sqi.net/img/general/300x300/16161604_OoufstMW3HDucXdCfvQz-vfOUtDGyBNytUjeRHHGK9I.jpg,9.1,88,https://fr.foursquare.com/v/scavi-della-basilica-di-san-pietro/4c3863902c8020a127af8a00,Scavi della Basilica di San Pietro,Site historique et protégé,"Piazza San Pietro, Città del Vaticano",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/XSH0Z5Q1SIFBPHQJ.jpg,"Paul C. • Mai 10, 2013",Paul C.
"Robin S. • Juin 14, 2016
Loved the spicy salami panini, beer selection is great too",https://fr.foursquare.com/robins6267126,https://fastly.4sqi.net/img/general/300x300/7510542_Lz8b0IjxyYLQScYHdPhRJeRNwZVmV3NNqoBdJEXqbR4.jpg,9.1,89,https://fr.foursquare.com/v/angrypig-birretta--porchetta/536393d311d2944f6e770d57,AngryPig Birretta & Porchetta,Sandwicherie,"Via Tunisi, 38, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Robin S. • Juin 14, 2016",Robin S.
"Marilyn D. • Juillet 21, 2015
Amazing view!!! The best place in Rome",https://fr.foursquare.com/marilynd3960223,https://fastly.4sqi.net/img/general/300x300/2699650_3Yt5jH7rDZwlluMIow-Gm4KYC6RW3XL8K_Lx0XlgMKc.jpg,9.1,90,https://fr.foursquare.com/v/buco-della-serratura-priorato-dei-cavalieri-di-malta/4e557a861f6eee3123591c6f,Buco della Serratura Priorato dei Cavalieri di Malta,Belvédère / Panorama,"Villa del Priorato dei Cavalieri di Malta (Piazza dei Cavalieri di Malta, 3), Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/4TWCHSVU4Q1XD4SQ.jpg,"Marilyn D. • Juillet 21, 2015",Marilyn D.
"Stephen O. • Juin 7, 2011
Besides the amazing gelato, be sure you get the panna or the crema zabaglione, it's SO worth the extra 50 cents (used to be free, though, but oh well!)",https://fr.foursquare.com/stephenoddo,https://fastly.4sqi.net/img/general/300x300/44944230_51gCK-818Dc8qF9dmq42iHXaDeFJ6ktvh6VmOajOzZY.jpg,9.1,91,https://fr.foursquare.com/v/i-caruso/4c3887552c8020a146e98a00,I Caruso,Glace,"Via Collina, 15, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/9973705-WDQAI4PCLRI4VPMJ.jpg,"Stephen O. • Juin 7, 2011",Stephen O.
"Arnaud d. • Août 24, 2016
... le ""restaurant"" du musée. Sachez que c'est une vulgaire cantine.",https://fr.foursquare.com/arn_dlp,https://fastly.4sqi.net/img/general/300x300/117619968_nG0_W18xDvkS9yAbW1kxo8V9SPdDbP7m9nmuUZEbFu8.jpg,9.0,92,https://fr.foursquare.com/v/musei-vaticani/4b6fe570f964a5204fff2ce3,Musées du Vatican,Musée d'art,"Viale Vaticano, Vatican",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/95987532-DTB5CR3BHQBJJJ34.jpg,"Arnaud d. • Août 24, 2016",Arnaud d.
"Léa • Novembre 20, 2017
Des ruines incroyables, vastes et émouvantes, et si peu de monde...",https://fr.foursquare.com/borychanski,https://fastly.4sqi.net/img/general/300x300/46215964_mwQNlbR7274KA4Ydjy1jqR3WTA9SfVUUHlKNJS5_Gf0.jpg,9.0,93,https://fr.foursquare.com/v/mercati-di-traiano--museo-dei-fori-imperiali/4e81b3936c2587afae481a48,Mercati di Traiano - Museo dei Fori Imperiali,Musée d'histoire,"Via IV Novembre, 94, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/143197566_-YkR7F7S_7cCzp7t2BKhwW_PbPakXqXA2C5ipKiayGIrQKx6PfFg0FZ9rd8nFWFp1YeiE8aZ_.jpg,"Léa • Novembre 20, 2017",Léa
"Nymmh • Décembre 16, 2015
Biscuits excellents et bons marché dans un lieu authentique",https://fr.foursquare.com/mdblast,https://fastly.4sqi.net/img/general/300x300/7308692_3n6MzWICh-zQC8FBGKu_MuRccyA4r7IUMAa45HC_sMQ.jpg,9.0,94,https://fr.foursquare.com/v/biscottificio-innocenti/4f92a370e4b0242d60d1b416,Biscottificio Innocenti,Boulangerie,"Via Della Luce 21, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/137758715-B2JXIVMPNQMUG3LY.jpg,"Nymmh • Décembre 16, 2015",Nymmh
"Nelson C. • Août 16, 2018
Le roi du tiramisu... un délice !",https://fr.foursquare.com/nelsonc8929031,https://fastly.4sqi.net/img/general/300x300/67271465_DRpIZLm0MUhZFk0OT0SKnqaRaY3SJ8ugsOTgAZukyCs.jpg,9.0,95,https://fr.foursquare.com/v/pompi/4eef417c93add02fce2d708c,Pompi,Desserts,"Via della Croce 82, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/46091074_7mV9Gokj_-f-jR1eiQEb2Etc9iy96ETW6o3iP8rbs8ikNcFLr-n4K29b10irZuNim0hsNWXQN.jpg,"Nelson C. • Août 16, 2018",Nelson C.
"Pierre B. • Novembre 8, 2014
Très jolie fontaine sur une place vivante.",https://fr.foursquare.com/pierre_besses,https://fastly.4sqi.net/img/general/300x300/78634737_bGKm-8ZMrw90E7_-xEQ7bmL9VJnqs98nSFUEJo1wRY4.jpg,9.0,96,https://fr.foursquare.com/v/fontana-del-nettuno/4adcdac9f964a520065421e3,Fontaine de Neptune,Fontaine,"Piazza Navona, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/43571501-J0F10BMRJ2PHVNFB.jpg,"Pierre B. • Novembre 8, 2014",Pierre B.
"Pierre B. • Novembre 7, 2014
Très belle église Romaine.",https://fr.foursquare.com/pierre_besses,https://fastly.4sqi.net/img/general/300x300/557820129_y_n3nxpYeEyHB7gyubDK9Rq6jrkMK41LBqklC0R0A9Y.jpg,9.0,97,https://fr.foursquare.com/v/san-marcello-al-corso/4bf4885d13a6b713f8385d33,San Marcello al Corso,Église,"Piazza di San Marcello 5, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/43571501-J0F10BMRJ2PHVNFB.jpg,"Pierre B. • Novembre 7, 2014",Pierre B.
"Julia K. • Janvier 14, 2018
Nice old historical place! Must see!",https://fr.foursquare.com/juliak6453855,https://fastly.4sqi.net/img/general/300x300/47684533_TSH5vpUdW9JuzYpbzsFC5p3MikYTrZ9bEoVZk3fR54k.jpg,9.0,98,https://fr.foursquare.com/v/portico-dottavia/4adcdac8f964a520db5321e3,Portico d'Ottavia,Site historique et protégé,"Via del Portico d'Ottavia, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/339798158-B5BCHLKFALD0SNVH.jpg,"Julia K. • Janvier 14, 2018",Julia K.
"Maria M. • Février 16, 2016
The most amazing and gorgeous landmark in rome!!!!",https://fr.foursquare.com/mariam3076376,https://fastly.4sqi.net/img/general/300x300/422270965_0sJGl_n8-QHjuZ7XgRKCxRkQ9LL0b04_FFAMqm4ChY0.jpg,9.0,99,https://fr.foursquare.com/v/palazzo-venezia/4adcdac7f964a520b45321e3,Palazzo Venezia,Monument,"3 Piazza Venezia, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/45751411_59RI9yuG_8eNSoLpZJWUFNgZRZK4PsQNxi6x78dwaUymSm86NCEacDlzPUplhFkr6XEsK7HAb.jpg,"Maria M. • Février 16, 2016",Maria M.
"Olaf B. • Juin 7, 2015
You thought Forum Romanum is big? Well have a look at this one. There are light illuminations and projections when the sun went down. Really impressive!",https://fr.foursquare.com/olafb1567725,https://fastly.4sqi.net/img/general/300x300/50211179_gOr61ZvruQP98Ck87k4xNf3B489ZNw9NplY6qRlYWig.jpg,9.0,100,https://fr.foursquare.com/v/foro-di-augusto/4ea2c59b7ee52a35dd062479,Foro di Augusto,Site historique et protégé,"Via dei Fori Imperiali, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/PGOHX0KO123NJYBZ.jpg,"Olaf B. • Juin 7, 2015",Olaf B.
"Samia A. • Juin 24, 2018
Vue magnifique de tout Rome depuis le haut des escaliers.",https://fr.foursquare.com/samiaa3370565,https://fastly.4sqi.net/img/general/300x300/192931_kCLkMfSPIDS7OwhAql2CbS8XtPgm12xAyWJ1mLqTl8E.jpg,9.0,101,https://fr.foursquare.com/v/scalinata-di-trinit%C3%A0-dei-monti/4aabd1cff964a5203c5a20e3,Escaliers de la Trinité des Monts,Site historique et protégé,"Piazza Trinità dei Monti 17 (Piazza di Spagna), Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_girl.png,"Samia A. • Juin 24, 2018",Samia A.
"Pierre B. • Novembre 7, 2014
Très belle arche visible depuis le Colisée.",https://fr.foursquare.com/pierre_besses,https://fastly.4sqi.net/img/general/300x300/8235326_2p7CxAVjg8KaoDzxoX9HzkZ1CErZe-wv4huMgktdrxg.jpg,9.0,102,https://fr.foursquare.com/v/arco-di-costantino/4adcdac6f964a520375321e3,Arc de Constantin,Monument,"Via San Gregorio, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/43571501-J0F10BMRJ2PHVNFB.jpg,"Pierre B. • Novembre 7, 2014",Pierre B.
"Furious Angel • Mars 17, 2016
Really liked the pizza slices and mini pizza here. Always crowded with lots of locals.",https://fr.foursquare.com/podgirl_,https://fastly.4sqi.net/img/general/300x300/13455191_cI17XrBvTGbScH8uhKjKiZtYM_Z1j5og45JYBlJ57Yg.jpg,9.0,103,https://fr.foursquare.com/v/panificio-mosca/4e98227f4690053a319dc1d6,Panificio Mosca,Boulangerie,"Via Candia 16, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/2579031-WCHKKKRJ3LIRCJNC.jpg,"Furious Angel • Mars 17, 2016",Furious Angel
"Tugba K. • Mai 5, 2016
Love affair 👍🏻",https://fr.foursquare.com/tugbak2332092,https://fastly.4sqi.net/img/general/300x300/449630068_8HLsNu_NxE4iErIE_Rxq8WraQfvKp2cyPLJFFjKqzg4.jpg,9.0,104,https://fr.foursquare.com/v/rivendita-libri-cioccolata-e-vino/4bf717cdb182c9b69221755a,"Rivendita Libri, Cioccolata e Vino",Cocktail,"Vicolo de' Cinque, 11, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/60319528-VWDEIQ04YMXC2J5I.jpg,"Tugba K. • Mai 5, 2016",Tugba K.
"Clément • Juin 10, 2013
Fait de super paninis de 4,5€ à 6€. Excellent produits (fromage, jambons, sauce maison ...), service rapide, incontestablement l'un des meilleurs endroits à Rome pour manger sur le pouce.",https://fr.foursquare.com/clem_e,https://fastly.4sqi.net/img/general/300x300/13738565_L9VKmzB7X9iFTL2Q3EeKDl_2prXlCobz9Fjv3lFgrDA.jpg,9.0,105,https://fr.foursquare.com/v/duecentogradi/4bd44347b221c9b6e237dbd0,Duecentogradi,Sandwicherie,"Piazza del Risorgimento, 3, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/FJ1Q4GMX5AVP0FH0.jpg,"Clément • Juin 10, 2013",Clément
"Alek • Mars 25, 2017
One of the rione fountains of Rome; each neighborhood has one. (And the Vatican too.) This one shows the triregnum and keys, symbols of papal authority. Completed in 1927; designed by Pietro Lombardi.",https://fr.foursquare.com/alek2598437,https://fastly.4sqi.net/img/general/300x300/838437_9sgleESUheTniatox4JomZRXpFJOvG-UehT3dcoMDh4.jpg,9.0,106,https://fr.foursquare.com/v/fontana-delle-tiare/4adcdac7f964a520ab5321e3,Fontana delle Tiare,Fontaine,"Piazza San Pietro, Vatican City",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1594478_GYqz8enx_YGPSLf5Sc1k1lIAJMObGGJipQgldL80ryoIH-UJOUuf0YXRWeDkBZD-XPLMaH47J.jpg,"Alek • Mars 25, 2017",Alek
"Cedric • Décembre 5, 2011
Parfait pour l'apéro !",https://fr.foursquare.com/cedric7499276,https://fastly.4sqi.net/img/general/300x300/11797395_q-QUhcgreSFlm4BaX3lvYNs3LV4Q1rw5SXZFLwGSFYA.jpg,9.0,107,https://fr.foursquare.com/v/ai-tre-scalini/4bd73fba09ecb7130975467c,Ai Tre Scalini,Bar à vins,"Via Panisperna, 251, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/CTQ3J0JNKSK30SBA.jpg,"Cedric • Décembre 5, 2011",Cedric
"Julien M. • Avril 18, 2014
Une des meilleures places à pizza sur Rome.",https://fr.foursquare.com/julienmichaud_,https://fastly.4sqi.net/img/general/300x300/67138389_gTAIvDogD4ViGryobiFjoLayj4KZrQ20BH6YEOO4quU.jpg,9.0,108,https://fr.foursquare.com/v/pinsere/4f7ed654e4b0c2f763e333f4,Pinsere,Pizza,"Via Flavia, 98, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/YEVWCZ0MCCZLHRML.jpg,"Julien M. • Avril 18, 2014",Julien M.
"mary n. • Octobre 7, 2015
Les meilleurs glaces de ma vie : parfums ultra originaux avec des alliances subtiles, le tout bio et sans protéines animales. Bravo !",https://fr.foursquare.com/maryn2378994,https://fastly.4sqi.net/img/general/300x300/3229000_6UshzzrOTKmKxaYwFsbCa1GEZtm6DNuoiZ2MUglVIz8.jpg,9.0,109,https://fr.foursquare.com/v/fatamorgana/51b1e8dc498ee9a4e4f0e2e2,Fatamorgana,Glace,"Via Aosta 3, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/104560714-FZ1PUQXND5WYYNMF.jpg,"mary n. • Octobre 7, 2015",mary n.
"Morgane P. • Mai 10, 2014
Un délice pour nos papilles :)",https://fr.foursquare.com/morganep6519129,https://fastly.4sqi.net/img/general/300x300/95400454_akEGZae30sA2tFl4STtnXb-DyP1FbXpBoevDplbCYlw.jpg,9.0,110,https://fr.foursquare.com/v/roscioli/4dc3e01d922e0c63b7341c76,Roscioli,Gastronomique,"Via Dei Giubbonari, 21, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/GG15KQA0FHFTNRZQ.jpg,"Morgane P. • Mai 10, 2014",Morgane P.
"Aline Y. • Avril 12, 2016
Allez chez Valentino, les glaces sont incroyables. Les parfums sont vraiment goûtés, tiramisu coco yaourt melon. De loin le meilleur glacier teste à Rome.proche de la fontaine de trévi.",https://fr.foursquare.com/aliney3199018,https://fastly.4sqi.net/img/general/300x300/151774104_stmWMEy5Yjr1lZWkwIL0F0ZI2Qg5148HPRHhfqlNoqk.jpg,9.0,111,https://fr.foursquare.com/v/gelateria-valentino/4e10abe6b0fbfef99b8b104f,Gelateria Valentino,Glace,"Via del Lavatore, 96 (Fontana di Trevi), Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_girl.png,"Aline Y. • Avril 12, 2016",Aline Y.
"Jas • Novembre 18, 2014
Superbe place pour admirer le Panthéon illuminé le soir.",https://fr.foursquare.com/jas6088485,https://fastly.4sqi.net/img/general/300x300/527783516_NFZIr_5VQf3Hq9iaV0FQ_FyYlY10vJ-hBgUfOPJbdJ8.jpg,9.0,112,https://fr.foursquare.com/v/piazza-della-rotonda/4be05668358fef3b6858648a,Piazza della Rotonda,Place,"Piazza della Rotonda, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/5UMHA1RLEW5SUXWY.jpg,"Jas • Novembre 18, 2014",Jas
"Sofiane B. • Août 22, 2016
Tous simplement la meilleure glace que j'ai mangé en Italie.",https://fr.foursquare.com/sofianeb4261256,https://fastly.4sqi.net/img/general/300x300/1566678_yWJJO213qbqzkZjEumM65rH8cyCBI4jia2dHBThnXdo.jpg,9.0,113,https://fr.foursquare.com/v/gelateria-dei-gracchi/4be21840b02ec9b65a3e4cc0,Gelateria Dei Gracchi,Glace,"Via dei Gracchi, 272, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/108102729-GZUQ0RTNAJYLOK3W.jpg,"Sofiane B. • Août 22, 2016",Sofiane B.
"Vanessa V. • Septembre 9, 2015
Magnifique plafond, dont la hauteur nous laisse béat, des dorures et un orgue magnifique. Une des plus belles du quartier.",https://fr.foursquare.com/vanessav3351603,https://fastly.4sqi.net/img/general/300x300/1344157_aPwAp8FuYwVdVueCB-XYtR3xh1xlQT7tsEw9_pb1jcc.jpg,9.0,114,https://fr.foursquare.com/v/basilica-di-santa-maria-sopra-minerva/4adcdac8f964a520d95321e3,Basilica di Santa Maria sopra Minerva,Église,"Piazza della Minerva, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/51391512-TP22BHERQ5W52V4S,"Vanessa V. • Septembre 9, 2015",Vanessa V.
"Roma • Mars 24, 2012
The 30m (100ft) column of Marcus Aurelius was built between AD 180 and 196 to commemorate the victories on the battlefield of that most intellectual of Roman emperors.",https://fr.foursquare.com/roma2437466,https://fastly.4sqi.net/img/general/300x300/12737189_QoiekPCYnAJUd-OBfNV_1wrzeopsfzUeJdphPaLdZiQ.jpg,9.0,115,https://fr.foursquare.com/v/colonna-di-marco-aurelio/4adcdac6f964a5203a5321e3,Colonna di Marco Aurelio,Monument,"Piazza Colonna, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/UJZ5RC0MWC5XBKXZ.jpg,"Roma • Mars 24, 2012",Roma
"Samuel M. • Août 22, 2018
Les paninis sont excellents, et le personnel super sympathique !",https://fr.foursquare.com/samuelm5052784,https://fastly.4sqi.net/img/general/300x300/22165788_VJXfLXcTCL6AE86l0Yqi9MZxLZevEJRNVqBlPb9MOvc.jpg,9.0,116,https://fr.foursquare.com/v/baguetteria-del-fico/50be6475e4b018b4ed9a01b5,Baguetteria Del Fico,Sandwicherie,"Via della Fossa, 12, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/147772807-W4DAUL3PIKQGTG0B.jpg,"Samuel M. • Août 22, 2018",Samuel M.
"Fernando G. • Octobre 19, 2019
Las esculturas alegóricas son hermosas, otro tesoro escondido en las calles de Roma",https://fr.foursquare.com/fernandg1086960,https://fastly.4sqi.net/img/general/300x300/20503962_c-3fziuzq4SN_p_w7Q1jvEMI_Bz762F7P-PxZoWx5cI.jpg,9.0,117,https://fr.foursquare.com/v/le-quattro-fontane/4adcdac7f964a5206e5321e3,Le Quattro Fontane,Monument,"Via delle Quattro Fontane, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/5694183_7TyoGfPQ_POcP4fN7ks6hX5bmqowA33KmovPcy8KsDFI_euwryQcCd63B87FkukFtLs-Myii3.jpg,"Fernando G. • Octobre 19, 2019",Fernando G.
"Carlyn T. • Mars 1, 2013
Stunning restaurant, amazing food, amazing service and very reasonably priced! Recommend!",https://fr.foursquare.com/carlynthomson,https://fastly.4sqi.net/img/general/300x300/76631368_jWN5X49e_cVsLtqiBvTAbWDizMQU1tXGBobeS6SCzDM.jpg,9.0,118,https://fr.foursquare.com/v/santandrea/4cd6a9e0b2a4370425ed8544,Sant'Andrea,Italien,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/2579779_B22GfCDf_HkzgEuAmWt3rk6rTcNvyZrG6GTBLq6ALAwS5zW4qtGY36gA4ECo_dVpcjFt-SJTH.jpg,"Carlyn T. • Mars 1, 2013",Carlyn T.
"cirano d. • Novembre 4, 2011
Una delle più architettonicamente scenografiche piazze italiane.",https://fr.foursquare.com/ciranod4431737,https://fastly.4sqi.net/img/general/300x300/571777003_jM_RvLmBONG8JaqYrRI7Fd_Y01h1UjYuvnqmDjKZtQg.jpg,9.0,119,https://fr.foursquare.com/v/piazza-del-quirinale/4eb4072902d5f33e91f1edbe,Piazza del Quirinale,Place,"Piazza del Quirinale, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/2R0SNDK5NJYDONY3.jpg,"cirano d. • Novembre 4, 2011",cirano d.
"adeline g. • Octobre 2, 2017
Planche de fromage et Charcuterie excellente et pour un très bon prix. Un super accueil ! Bref, à recommander !!!",https://fr.foursquare.com/adelineg7260525,https://fastly.4sqi.net/img/general/300x300/156763195_YMLxvJRn3RouECJyXVFo2suxcgwUntUgZIrJgnUBf60.jpg,9.0,120,https://fr.foursquare.com/v/la-prosciutteria/54a9304f498e51ca1dbd9ee7,La Prosciutteria,Italien,"Via della Scala, 71, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/454278221_Ais5KmVP_PymFoK1_sZglrkMcEjUoPSYEcHKqhQ9ItBVE1n3TjOzpBiaMq7B3yh0zAE1GyDGo.png,"adeline g. • Octobre 2, 2017",adeline g.
"Madison • Août 29, 2015
Beautiful gallery space, really easy to find. The LaChappelle exhibition was amazing but the high light was definitely the cafe downstairs! Amazing value & quality of food. 15€ for a lovely buffet!",https://fr.foursquare.com/madison1031046,https://fastly.4sqi.net/img/general/300x300/27872679_puOsGgHWK1N3Y8bLWSt37ymHEN6_s2VXP_xJhOlSjfU.jpg,8.9,121,https://fr.foursquare.com/v/palazzo-delle-esposizioni/4bc394e6abf4952141f8c393,Palazzo delle Esposizioni,Musée d'art,"Via Nazionale, 194, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1788880-LVKYSEWJLJJVSESX.jpg,"Madison • Août 29, 2015",Madison
"Aimee W. • Mai 9, 2022
Great selection of lambics. Small space inside but the staff is terrific and there is a lot of seating outside.",https://fr.foursquare.com/awynhaus,https://fastly.4sqi.net/img/general/300x300/2646085_j9vNzsyhk_Q1hQqDUGNXRWjwWDpesBoy8mMM0ryaGlc.jpg,8.9,122,https://fr.foursquare.com/v/ma-che-siete-venuti-a-f%C3%A0/4b157a56f964a52071ad23e3,Ma Che Siete Venuti A Fà,Pub,"Via Benedetta, 25, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/3SESQURFOIP3O1YR.jpg,"Aimee W. • Mai 9, 2022",Aimee W.
"Michele C. • Juillet 21, 2017
Corte de casación de Italia",https://fr.foursquare.com/castromichele_,https://fastly.4sqi.net/img/general/300x300/1155361_YHWMDQ710kWb9StDLWKllMGeuavzPZ_PvhgR2mBHkLk.jpg,8.9,123,https://fr.foursquare.com/v/palazzo-di-giustizia/4dc001e7cda12687c8406e9f,Palazzo di Giustizia,Palais de justice,"Piazza Camillo Benso Conte di Cavour, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/211451315_SL--6hhN_McEvgzyLPJC1FoC5Gd1fRe3_gE2Kpw72Ut9zUAtNZIP7uVlDHfjFHR-YSbOC-n8-.jpg,"Michele C. • Juillet 21, 2017",Michele C.
,,https://fastly.4sqi.net/img/general/300x300/484222830_YuJGdYZnxeJh4zDGIxM6lDBB4IecB6IqzRRxXJjg8mI.jpg,8.9,124,https://fr.foursquare.com/v/stadio-delle-terme-di-caracalla/4bef97952ff520a124c7e8a2,Stadio delle Terme di Caracalla,Piste d'athlétisme,"Largo delle Vittime del Terrorismo (Viale Terme di Caracalla), Rome",Enregistrer ,,,
"Alice L. • Décembre 11, 2012
Get the caffe with chocolate. It's basically an espresso with chocolate. Best in Rome!",https://fr.foursquare.com/alicel8872530,https://fastly.4sqi.net/img/general/300x300/153428243_CmWvUQC0PZez-7O-KyEfG7t8ih4uaJmxJ4ka-xWhVp8.jpg,8.9,125,https://fr.foursquare.com/v/sciascia/4c8b85bd2e333704d48fcd41,Sciascia,Café,"Via Fabio Massimo 80A (Via Degli Scipioni), Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1E3UUAH4DXJRL43B.jpg,"Alice L. • Décembre 11, 2012",Alice L.
"Salvatore D. • Juin 27, 2015
Beautiful place, recently renovated. Especially fascinating at night.",https://fr.foursquare.com/nofatclips,https://fastly.4sqi.net/img/general/300x300/27720595_e3j7Z60zb12LFJThTJOykcVKedr5gVa80OzaXuvtp0A.jpg,8.9,126,https://fr.foursquare.com/v/piazza-cavour/4c4ed3359932e21e4a5b5dce,Piazza Cavour,Place,"Piazza Cavour, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/127271611-YRMVYAQMTVZBNEDU.jpg,"Salvatore D. • Juin 27, 2015",Salvatore D.
"Julia K. • Septembre 14, 2016
Very good number of paintings, not so crowded as main museum! Very nice ending of the tour",https://fr.foursquare.com/juliak6453855,https://fastly.4sqi.net/img/general/300x300/80662_RkjdW1EyVsg-s-QM5jP7xJ51JPs_m8M-uZWv9SnzVkg.jpg,8.9,127,https://fr.foursquare.com/v/pinacoteca-dei-musei-vaticani/4f9a808be4b08ea037f969ce,Pinacothèque vaticane,Galerie d'art,"Viale Vaticano, Vatican City",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/339798158-B5BCHLKFALD0SNVH.jpg,"Julia K. • Septembre 14, 2016",Julia K.
"Chris P. • Août 30, 2015
Simply breathtaking. Make sure you don't rush through! Also, see how many portraits of famous people you can spot in the pictures.",https://fr.foursquare.com/phillipsc,https://fastly.4sqi.net/img/general/300x300/196956_Ay72xYW9adxP0BjTh92iA_urMOSBF6wKaqSBsuXCdaI.jpg,8.9,128,https://fr.foursquare.com/v/stanze-di-raffaello/4f0ea913e4b0c6e4673fed76,Chambres de Raphaël,Galerie d'art,"Viale Vaticano, Vatican",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/348243_anNPB9gF__YR6CvA7FChpOBYtPPDNWG_nv8vB1h9Oh7dW-f3nyDKfeMIxfct6845vopk9jJ5P.jpg,"Chris P. • Août 30, 2015",Chris P.
"Dmitry B. • Décembre 22, 2016
One of the best hidden bars I've visited so far. Must visit if you love cocktails. Better to book in advance.",https://fr.foursquare.com/dmitryb5304053,https://fastly.4sqi.net/img/general/300x300/140534950_Xoh9a7aHcrxPcrGRcQrqKaV5a4CmOXwVcVqIUCVvoy8.jpg,8.9,129,https://fr.foursquare.com/v/the-jerry-thomas-project/4ecdab27e3007feb7a637f9a,The Jerry Thomas Project,Bar clandestin,"Vicolo Cellini, 30, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/73253056-QLXQ11MNVDRVY0LO.jpg,"Dmitry B. • Décembre 22, 2016",Dmitry B.
"Jeremy H. • Mars 13, 2016
Magnifique théâtre antique",https://fr.foursquare.com/jhertmans,https://fastly.4sqi.net/img/general/300x300/12491760_4wpG2Gc8ePel_VoR_FOLyolDk8ZRlosshv6oUyZfrLM.jpg,8.9,130,https://fr.foursquare.com/v/teatro-di-marcello/4adcdac6f964a5203d5321e3,Théâtre de Marcellus,Site historique et protégé,"Piazza Monte Savello, 30, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/21853328_Mf80yAE8_1IKXF2wuBP3Gts4Q6CByKKXYsy9tm8kzSPLhsIdx2prAhoeamdnD1sFlQGs9c4Jl.jpg,"Jeremy H. • Mars 13, 2016",Jeremy H.
"Eric T • Janvier 2, 2013
Magique .. Luxe, calme et volupté au coeur de Rome ... Parfait pour un café ou apéro",https://fr.foursquare.com/erictartanson,https://fastly.4sqi.net/img/general/300x300/20423629_JR9ICkB_wLJ6Zj7hebzkIUVQR1Gj0E4ttbNAOfWLbbg.jpg,8.9,131,https://fr.foursquare.com/v/chiostro-del-bramante/4adcdacaf964a520895421e3,Chiostro del Bramante,Musée d'art,"Arco della Pace, 5, Rome",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/147679-MQFS3X4PU0OAJNTI,"Eric T • Janvier 2, 2013",Eric T
