Titre,image,note,venueindex,champ,champ1,catégorie,prix,étiquette,avatar,tiptext,auteur,utilisateur_lien,utilisateur
"Frederiksberg Runddel, Frederiksberg",https://fastly.4sqi.net/img/general/300x300/1322106_lPJZqwv1NeTAZA5q410r0YWaw1VxFh3h1x04RESbQzI.jpg,9.0,88,https://fr.foursquare.com/v/det-kongelige-haveselskabs-have/4adcdafdf964a520d95d21e3,Det Kongelige Haveselskabs Have,Parc,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/86775069_K11kMi-A_syV-SwHAIYQoH-uyOlOHRy0U3-mg_-LZ4Zgqq_4nMRcB1RQZjhbJDCYSduZE-tMX.jpg,"Michael L. • Juin 4, 2021
Lovely botanical garden! If you are lucky you can see the peacocks walking around 🤩","Michael L. • Juin 4, 2021",https://fr.foursquare.com/mlunoe,Michael L.
"Allégade 25, Frederiksberg",https://fastly.4sqi.net/img/general/300x300/674901_m3qxTjRkBc0TGEoOMlt1PjHmkcIl5CtnSLFrDF6Bi84.jpg,9.0,89,https://fr.foursquare.com/v/caf%C3%A9-intime/4adcdafdf964a5208f5d21e3,Café Intime,Bar lounge,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/OZ5WR5QPLP2Z5SEB.jpg,"Jakob B. • Octobre 12, 2010
I like this place a lot. great atmosphere, live music and fair prices...","Jakob B. • Octobre 12, 2010",https://fr.foursquare.com/jakobbechgaard,Jakob B.
"Dannebrogsgade 6, Copenhague",https://fastly.4sqi.net/img/general/300x300/1390682823_qFpQMNqnv1oKZhMQV0D0wV7YaCe1pRf20hw1AdeBvpw.jpg,9.0,90,https://fr.foursquare.com/v/duck-and-cover/5172f533e4b093e57ea1c546,Duck and Cover,Cocktail,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/IHVR0AGNHKHJZH5W.jpg,"Nuff • Octobre 8, 2018
Delightful cocktail bar tucked away just off the beaten path. Cosy interior, innovative drinks and friendly, knowledgeable staff.","Nuff • Octobre 8, 2018",https://fr.foursquare.com/designbynuff,Nuff
"Rådhuspladsen 37, Copenhague",https://fastly.4sqi.net/img/general/300x300/120369640_fHzwPf4h08dQ_dyZugo0XDSd1k3nQAd8bq2pRUh_clQ.jpg,9.0,91,https://fr.foursquare.com/v/boghallen/4bd99d8e0115c9b610e57780,Boghallen,Librairie,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1172507_gO053ifG_jeAOnI40b1BwlP226JLPawUkIokRZjG58ekJrGPoGIAtHpsltmPBmgOCVyKQeN3d.jpg,"Peter B. • Octobre 5, 2017
Great selection of books! English & Danish. Good Denmark guide books, postcards, and also curated Uni pens.","Peter B. • Octobre 5, 2017",https://fr.foursquare.com/badboyboyce,Peter B.
"Kompagnistræde 5, København K",https://fastly.4sqi.net/img/general/300x300/123961944_5ap5rijLD-UQm2G2Ln2Bx53coJAqUMN62BzZz4OzA9o.jpg,9.0,92,https://fr.foursquare.com/v/bertels-salon/52ac70cd498ecd8bc2bb68a6,Bertels Salon,Desserts,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/122821749-T005TJLA1J1FZM1H.jpg,"Ole Neis G. • Mai 7
Great coffees and cheesecake, is it the best in Copenhagen …",Ole Neis G. • Mai 7,https://fr.foursquare.com/oleneis,Ole Neis G.
"Ekvipagemestervej 10 (Holmen), Copenhague",https://fastly.4sqi.net/img/general/300x300/62127605_CGm-V4NJDvYBUCln0R_I-R5xA_4V-NIJ5uwJ-qEkfL0.jpg,9.0,93,https://fr.foursquare.com/v/operaen/4adcdafdf964a520e35d21e3,Operaen,Opéra,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/74993756_4V0S7FdR_sm8SxdHv2-qal3FN4tizz3e9_QxSYYuoD3LOaPdZshiZDKjdKa5lMMYq02PNylpa.jpg,"Grazyna O. • Octobre 13, 2014
Impressive building. Modern architecture. Order dinner as well so you can relax before the venue:-) Large parking lot.","Grazyna O. • Octobre 13, 2014",https://fr.foursquare.com/grazynao1211164,Grazyna O.
"Emil Holms Kanal 20 (DR Byen), København S",https://fastly.4sqi.net/img/general/300x300/674901_5QMmAuoFyrisMm_mRxHE6cS8xRbLA3jJU6dsuZS95Ew.jpg,9.0,94,https://fr.foursquare.com/v/koncertsalen/4bf97b0b4a67c9281def26cf,Koncertsalen,Salle de concert,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/ITTEYILY20VWOR3T.jpg,"David O. • Septembre 5, 2017
The acoustics are just amazing. Even if you’re not into music it’s worth it!","David O. • Septembre 5, 2017",https://fr.foursquare.com/davido7687354,David O.
"Haderslevgade 16, Copenhague",https://fastly.4sqi.net/img/general/300x300/10304766_Udau5LD06BddU6qYwpIXEwQlJhsRISEppZZFZK9quSk.jpg,9.0,95,https://fr.foursquare.com/v/osteria-16/526bf5f7498e923cbb58ee74,Osteria 16,Italien,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/45114889-0SP4S25SNYRFKHUT.jpg,"Madeleine H. • Mars 27, 2016
Amazing atmosphere. Just sit back and great dishes will be brought to you without asking.","Madeleine H. • Mars 27, 2016",https://fr.foursquare.com/madeleineholbye,Madeleine H.
"Fiolstræde 10-12, Copenhague",https://fastly.4sqi.net/img/general/300x300/25150452_h-q7dPACwwyf0_yU7YTdvJ9DJB-jvnN8ZMCEysuSC1U.jpg,9.0,96,https://fr.foursquare.com/v/paludan-bogcaf%C3%A9/4b43bb68f964a520e2e725e3,Paludan Bogcafé,Café,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/521997494_bsIJIHS3_cxZfxgN90TJ-5A-D6QsiN4uKOSEp6XGvg3S2fuyr6uiiJcVRTjMi9ZTtCj1kxaOK.jpg,"Camille M. • Décembre 8, 2018
Très bons thés, délicieux carrot cake 😍🥕🎂 le tout dans un décor bibliothèque","Camille M. • Décembre 8, 2018",https://fr.foursquare.com/camillem6259442,Camille M.
"Nørrebrogade 88, Copenhague",https://fastly.4sqi.net/img/general/300x300/128938551_XZ5egycWTDF6vAXpI-35Mx_agqIli7dcC69ZBE0GWx8.jpg,9.0,97,https://fr.foursquare.com/v/gaarden--gaden/56587f6a498e44c8a3da08c7,Gaarden & Gaden,Bar à vins,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/40829472_l6ehLc1Q_8oVwBHt40noyiEbWXbX7pYPwsHEnINCpgh55J_xgjKGCmnQhBpQgF7yf1bjvfOZo.jpg,"Murat • Mars 11, 2018
It has a nice selection of wines, with descent prices. Staff is very kind and friendly. Spacious, good for groups and events.","Murat • Mars 11, 2018",https://fr.foursquare.com/drmrtyldrm,Murat
"Elmegade 20, Copenhagen N",https://fastly.4sqi.net/img/general/300x300/5421581_MbnTcx9R_iFVd6HTtlrWTYzG924SX8_ix3sLO7fKHSc.jpg,9.0,98,https://fr.foursquare.com/v/banh-mi/53623f6a498ee3fc72d02d7a,Banh Mi,Vietnamienne,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/13678926_261lD4DR_ZYCDAmoZ_I_IDpTu4AIIg2bppHbkhiKXJIyyxk2v7qH5L1VDSdBvrN5gCi2qfm6j.jpg,"Jeanette M. • Mai 26, 2017
A banh mí with chicken and their homemade lemonade is a perfect lunch set. Enjoy it in nearby Fælledparken on summer days ☀️","Jeanette M. • Mai 26, 2017",https://fr.foursquare.com/jeanettemayland,Jeanette M.
"Nørre Farimagsgade 13 (Turesensgade), København K",https://fastly.4sqi.net/img/general/300x300/36705215_3VOq_8ZxmtNffv8D08YPH_oD5QDxkcmMLBYPqoRvsls.jpg,9.0,99,https://fr.foursquare.com/v/%C3%B8rsted-%C3%B8lbar/4ae1cc6cf964a520838721e3,Ørsted Ølbar,Bar à bières,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/413045907_oM3Uy4Dh_AbeYWogx8wAjpM5orUh4H0DxfTZLXQtQeWK0a-ep2jTidsfnL7E2XmSmdMkZ2HsJ.jpg,"Camille S. • Novembre 3, 2017
Un large choix de bières aux goûts et intensités variés! L'ambiance est top surtout pour aller regarder des matchs de foot!","Camille S. • Novembre 3, 2017",https://fr.foursquare.com/camilles4599944,Camille S.
"Falkoner Allé 42, Copenhague",https://fastly.4sqi.net/img/general/300x300/46195980_12V1PGCL-wykHKg9rJjoewL48Bon0G7cnr_JoCHRMG4.jpg,9.0,100,https://fr.foursquare.com/v/forno-a-legna/4af475ebf964a520b3f221e3,Forno a Legna,Pizza,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/N2TJF4MOTA1L1SET.jpg,"Fatma F. • Mars 13, 2016
The pizza is delicious; fresh ingredients plenty of choice... and the staff are real Italian guys! My #1 in Copenhagen by far","Fatma F. • Mars 13, 2016",https://fr.foursquare.com/fatmaf7830852,Fatma F.
"Vesterbrogade 187, Frederiksberg",https://fastly.4sqi.net/img/general/300x300/13885514_67n9yVxMiOsDBABoOY7KuUDwdVClFTp4Yci8f3tATMo.jpg,9.0,101,https://fr.foursquare.com/v/enomania/4bc473aef8219c747156b710,Enomania,Italien,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/Z35DRHF4PVQWPH01.jpg,"Jan Stefan R. • Juillet 18, 2012
Perfect dinne with Wine and one of the best main courses i tasted with a perfect choice of a wine to. Musroom, Trøffel and Mørbrad.","Jan Stefan R. • Juillet 18, 2012",https://fr.foursquare.com/janrusin,Jan Stefan R.
"Dybbølsgade 9, Copenhague",https://fastly.4sqi.net/img/general/300x300/988750_n_0HUnPrfWYL8S4Gy6pY09oyYZhVZboRVAELnpWOmWA.jpg,9.0,102,https://fr.foursquare.com/v/je-taime/531b4833498e6435459d2da7,je t'aime,Bistro,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/12188204-L1K2ZMUIIK2AY2WS.jpg,"Stine F. • Septembre 23, 2016
Great place with hygge. Nice and helpful service! Still puzzled by the toilet though😂","Stine F. • Septembre 23, 2016",https://fr.foursquare.com/stine_fe,Stine F.
"Terminalgade Terminal 2 (CPH Airport), Kastrup",https://fastly.4sqi.net/img/general/300x300/1782905_twZcPzG2ntdxsOr8_VET_r6l_SVjtTFltogedqzUqEM.jpg,9.0,103,https://fr.foursquare.com/v/mikkeller-cph-airport/5af9cb238c35dc0039faba7e,Mikkeller CPH Airport,Bar à bières,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/J4T55JXCIYR5BDSE.jpg,"Paul K. • Mars 3, 2019
Best place if you need to spend some time at CPH. Great selection of Danish beer and very friendly service as well. Highly recommended!","Paul K. • Mars 3, 2019",https://fr.foursquare.com/hoellenpaul,Paul K.
"Enghave Plads 7, Copenhague",https://fastly.4sqi.net/img/general/300x300/87432135_vlekdH2FcgjxAq0C4DmxfMuo8F-K4ftqx_zyQZoUnMw.jpg,9.0,104,https://fr.foursquare.com/v/bageriet-br%C3%B8d/5041aa86e4b03be3a65c5256,Bageriet Brød,Boulangerie,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Mel B. • Juillet 8, 2016
Le croissant aux amandes, crémeux et croustillant, la brioche à la vanille et ses notes de cardamome.","Mel B. • Juillet 8, 2016",https://fr.foursquare.com/nanina,Mel B.
"Vesterbrogade 72b ((i Gården Bag Føtex)), København V",https://fastly.4sqi.net/img/general/300x300/57529496_ZiTPpIQDvYorcB0zczdOy7OpUYJASHx-rBw_njqohSM.jpg,9.0,105,https://fr.foursquare.com/v/lidkoeb/508af93ae4b07e54b2c809d8,Lidkoeb,Cocktail,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/92166220-0CUXCCHIHYTT124L.jpg,"Antoni S. • Avril 8, 2017
Cocktails délicieux et originaux. Ambiance chaleureuse.","Antoni S. • Avril 8, 2017",https://fr.foursquare.com/antonihuy,Antoni S.
"Skyttegade 5, 2200 København N",https://fastly.4sqi.net/img/general/300x300/103345_VW2IGTRoCW98ST-FIwKMXPw2I-xzMYwd1lVPgYcU4QA.jpg,9.0,106,https://fr.foursquare.com/v/sidecar/55efcb62498ec89322f98e31,Sidecar,Café,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/18541080-VAWPDYMLETQS1LQM,"Alexandra M. • Septembre 23, 2016
AVØCADØ mad 🌵💚","Alexandra M. • Septembre 23, 2016",https://fr.foursquare.com/alexxxandraaa17,Alexandra M.
"Birkegade 21 (Egegade), København N",https://fastly.4sqi.net/img/general/300x300/113889718_DDePEr23c1BEZlDT9Zv4YfjruwtmIwpQNMOERhnjgQk.jpg,9.0,107,https://fr.foursquare.com/v/kaf/557ed334498e7a2c024e7c29,Kaf,Coffee Shop,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/VFVCQVZKZT33RWT2.jpg,"Kristian J. • Janvier 24, 2018
Very cosy and good acoustics makes you wanna stay a long time. Fantastic vegan brunch and cakes. Friendly service.","Kristian J. • Janvier 24, 2018",https://fr.foursquare.com/kristianmj,Kristian J.
Hørdumsgade 1,https://fastly.4sqi.net/img/general/300x300/390932292_D5OWtVr8_2BRR2s-ndvYu4IeY34_VWMf57S1ClESNC4.jpg,9.0,108,https://fr.foursquare.com/v/south-harbour-caf%C3%A9/589b55b280e1af47eab5a3bf,South Harbour Café,Café,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/455151-S3AJE4412R4V3M4H.jpg,"Boris K. • Octobre 6, 2019
Nice Breakfast. Omelet is very good. Lots of variations. Will come back.","Boris K. • Octobre 6, 2019",https://fr.foursquare.com/boriskrumm,Boris K.
"Søren Kierkegaards Plads 1, København K",https://fastly.4sqi.net/img/general/300x300/191837219_kamOOKnsB2tj9TAV-sFKyq07UH1Pslo22LdTQnrapzg.jpg,8.9,109,https://fr.foursquare.com/v/det-kongelige-biblioteks-have/4c0e5373b1b676b01fd7e186,Det Kongelige Biblioteks Have,Parc,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/59369886_IbKPrUEK_5y-MhrGB-rckw6nLbQG7cWLyfw3oo_vFboM18VKKc4qA6N0RdqR2KZ89twjvqEZu.jpg,"J • Septembre 6, 2016
Beautiful quiet garden great for a stroll","J • Septembre 6, 2016",https://fr.foursquare.com/j3175659,J
"Sankt Peders Stræde 29 (Larsbjørnsstræde), København K",https://fastly.4sqi.net/img/general/300x300/35656_nWDi53Y-dBKdAWwhg-Ltp-oFn7whYSlHRMwXPIetAag.jpg,8.9,110,https://fr.foursquare.com/v/sct-peders-bageri/4b46e9e0f964a520882926e3,Sct. Peders Bageri,Boulangerie,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1232503-PPLRO4RGIJB4GBI3.jpg,"Renee T. • Juin 23, 2016
Known for HUGE cinnamon rolls. ""Onsdagssnegle"" (Wednesday snails). Try DRØMMEKAGE (Danish dream cake -white sponge cake, encrusted with a coconut and brown sugar topping)","Renee T. • Juin 23, 2016",https://fr.foursquare.com/reneet8805867,Renee T.
"Hauser Plads 16, København K",https://fastly.4sqi.net/img/general/300x300/13488787_Z_weVMnoDQaerNMLHaGVTPQiGAiHgZaoOyEPWwbzgMw.jpg,8.9,111,https://fr.foursquare.com/v/restaurant-sch%C3%B8nnemann/4bd6a9786798ef3b366f658d,Restaurant Schønnemann,Scandinave,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/85157797-T1BK4AJJU5DEM5JJ.jpg,"Víctor S. • Août 18, 2014
Pleasant atmosphere to taste traditional danish food. Highly recommended.","Víctor S. • Août 18, 2014",https://fr.foursquare.com/victors5652871,Víctor S.
"Frederiksborggade 29, København K",https://fastly.4sqi.net/img/general/300x300/797626_kNhXk9ulsVN26elTkxu0DVzUZMJHZe2TjUAE-W5dJ0w.jpg,8.9,112,https://fr.foursquare.com/v/naturbageriet/4b508b1df964a520b42627e3,Naturbageriet,Boulangerie,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/HFS1SONNIIL3FVUF.jpg,"Diane W. • Août 13, 2014
The gluten free vegan bread is delicious. I bought a lot to bring home to the UK. Lovely service.","Diane W. • Août 13, 2014",https://fr.foursquare.com/scottishsirenxx,Diane W.
"Skelbækgade 3A, Copenhague",https://fastly.4sqi.net/img/general/300x300/569736044_qzBN_bYvsNx4zpgYhq0jMR5MQo7SCFJi6yVndOR42LI.jpg,8.9,113,https://fr.foursquare.com/v/scandic-k%C3%B8dbyen/5b928ab42f97ec002ca82291,Scandic Kødbyen,Hôtel,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/3687653_R93kV2DO_CXs-85kX9h1JlKc02kVo3332WcsrxOmAAep8xneghpzVnIxNse7HfGbLRTiULxk2.jpg,"Ginevra V. • Juillet 22, 2019
Cozy, tiny and clean rooms. Very good breakfast, friendly staff. Perfect location in meat packing district, near the station and bus 1A stop.","Ginevra V. • Juillet 22, 2019",https://fr.foursquare.com/ginevrav6406417,Ginevra V.
"Enghavevej 40 (i VEGA), København V",https://fastly.4sqi.net/img/general/300x300/10022558_HYXfugyuCImgIogsdD0ycgNMgXRTnL5IaDF72vrde80.jpg,8.9,114,https://fr.foursquare.com/v/lille-vega/4adcdb01f964a520af5e21e3,Lille VEGA,Salle de concert,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/7947653_cHd2HdWO_ukfuKgNLiIY5w7IxEOAyHZzo8fqNY6z7HLyo4JAhtFDaZKJEuhq9DdZXrtWjJ4JI,"Christian O. • Août 11, 2014
Beautiful concert venue with great sound.","Christian O. • Août 11, 2014",https://fr.foursquare.com/otte4prez,Christian O.
"Tyrolsgade 6, København S",https://fastly.4sqi.net/img/general/300x300/167765779_IGj9V1At5pC-ia65ov_oOR1KzwH4AEzA9iZ57_K-4bs.jpg,8.9,115,https://fr.foursquare.com/v/mad--kaffe-amagerbro/57320c5c498e49b47f3ad086,Mad & Kaffe Amagerbro,Petit déjeuner,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/70421831-T1R1AC0C2BUDSCOC.jpg,"Zsofia K. • Août 12, 2018
Great place! 3 pcs of breakfast was enough and a coffee. Can be very busy but worth the waiting.","Zsofia K. • Août 12, 2018",https://fr.foursquare.com/zsofiak6238126,Zsofia K.
"Charlotte Ammundsens Plads 2 (Nansensgade), København K",https://fastly.4sqi.net/img/general/300x300/1933166_NbFvoJPBbXz1S9iVVXBHPHfoRNChfCPMzNgcJcXOh_Q.jpg,8.9,116,https://fr.foursquare.com/v/pizzeria-la-fiorita/4b51db08f964a520355827e3,Pizzeria La Fiorita,Pizza,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/453828248_zsy4jBbZ_w0uf0lKAz8T1wPsegKQ-gU-ZPMAiTld5LI1hRFrHevy6291dTbI7BJb-QveMnuTh.jpg,"Wassima L. • Mai 15, 2018
Suivants les supers avis sur le net nous y avons prit 3 pizzas, mais nous avons été plutôt déçus, rien d’exceptionnel gustativement parlant et pleines d’eau qui dégorgeait... Tant d’attente pour ça :(","Wassima L. • Mai 15, 2018",https://fr.foursquare.com/wassimal3090745,Wassima L.
"Kristen Bernikows gade 2, Copenhague",https://fastly.4sqi.net/img/general/300x300/10866554_STrPTxtII8Osr-9gETREGCo_UvQOFdMrcKupMt9hBAI.jpg,8.9,117,https://fr.foursquare.com/v/coffee-collective/59a6d0f558002c501e82698c,Coffee Collective,Coffee Shop,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/390500642-VLJE1WUTU2KAPEYE.jpg,"Anna v. • Mars 11, 2018
The best coffee in town. Great flat white and latte. Take away or nice to sit inside. Super friendly staff!","Anna v. • Mars 11, 2018",https://fr.foursquare.com/annav8775013,Anna v.
"Bellahøjvej 106, Vanløse",https://fastly.4sqi.net/img/general/300x300/83087_0bVjagGi_22qIkXciBEOzzuSoJo4TxHKDCqHYB9W_Lw.jpg,8.9,118,https://fr.foursquare.com/v/bodenhoff-bageri/4bb5de486edc76b09517301c,Bodenhoff Bageri,Boulangerie,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/OEMDBD4KYGIZCGJT.jpg,"Anders G. • Mai 3, 2012
Great croisants made with butter","Anders G. • Mai 3, 2012",https://fr.foursquare.com/andersg2941897,Anders G.
"Nørrebrogade 62, Copenhague",https://fastly.4sqi.net/img/general/300x300/3146762_c70o4NxxrB9rsTO-KMVzLaGMy-Lg9w6nQarZqimqG38.jpg,8.9,119,https://fr.foursquare.com/v/andersen--maillard/5a75ae59da5ede14bb82f5c2,Andersen & Maillard,Coffee Shop,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/153163796-QWDUJUQCXFZJUPTF.jpg,"Portuguese Woman O'war • Octobre 17, 2018
INCREDIBLE! Amazing skills of bakery and amazing pasty flavour. Super indulgent the cacau filling","Portuguese Woman O'war • Octobre 17, 2018",https://fr.foursquare.com/portugue4144707,Portuguese Woman O'war
"Larsbjørnsstræde 23, Copenhagen K",https://fastly.4sqi.net/img/general/300x300/32101378_7K6zbRcy_2zaIpmqAfUw_wnTTXjU9I-su6CffaUmC2A.jpg,8.9,120,https://fr.foursquare.com/v/next-door-cafe/50c1fa3be4b0c8191f95aad1,Next Door Cafe,Petit déjeuner,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/12965104-YS2IJKYSS052DVLY,"Beartrick • Avril 21, 2017
The Müsli with Skyr and fruits was delicious!","Beartrick • Avril 21, 2017",https://fr.foursquare.com/beartrick,Beartrick
"Strandvejen 100, Hellerup",https://fastly.4sqi.net/img/general/300x300/18902175_DzfSKKrPVUaLrh5SQTflWM8GpqX00WKMIIyikQFWSPg.jpg,8.9,121,https://fr.foursquare.com/v/lagkagehuset/4c0a69a2340720a13a518693,Lagkagehuset,Boulangerie,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/G25UT12I0WUDPKFC.png,"Ludovic T. • Octobre 26, 2010
et trés bon café","Ludovic T. • Octobre 26, 2010",https://fr.foursquare.com/gabbriel,Ludovic T.
"Lavendelstræde 15 (Mikkel Brygers Gade), Copenhague",https://fastly.4sqi.net/img/general/300x300/35631842_Z7ZBfumsn6HAuQ8_1Ear_azLnSJ4IJY--fbItLYNZQ0.jpg,8.9,122,https://fr.foursquare.com/v/taphouse/5311e1ab498e444e2f4ea063,Taphouse,Bar à bières,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Niklas D. • Novembre 30, 2014
Best selection of draft beer in DK and always new and interesting stuff.","Niklas D. • Novembre 30, 2014",https://fr.foursquare.com/niklasd2399628,Niklas D.
"Granatvej 3-15, Kastrup",https://fastly.4sqi.net/img/general/300x300/10235519_1c6ZZXffDV3t-eZTKITd__cczmursuzTf4zW_YnU2eA.jpg,8.9,123,https://fr.foursquare.com/v/naturcenter-amager/4bdd433ad33f2d7f6aa48a3c,Naturcenter Amager,Parc,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/KRWX350DLJF0EO0B.jpg,"Jan A. • Mai 3, 2015
Fremragende sted for familier med børn. En cykeltur i området er en gave til sjælen.","Jan A. • Mai 3, 2015",https://fr.foursquare.com/jana5794051,Jan A.
"Værnedamsvej 2, København V",https://fastly.4sqi.net/img/general/300x300/1341513_b5V7KmmpKAFRaE-u0hCDRZEZ2X2S8kwEyMBSESF0iLs.jpg,8.9,124,https://fr.foursquare.com/v/gasoline-grill/5d56d8ff80ec980007069959,Gasoline Grill,Hamburgers,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/86775069_K11kMi-A_syV-SwHAIYQoH-uyOlOHRy0U3-mg_-LZ4Zgqq_4nMRcB1RQZjhbJDCYSduZE-tMX.jpg,"Michael L. • Juin 4, 2021
Tasty burgers! My go to. They now offer a chicken sandwich 🤤","Michael L. • Juin 4, 2021",https://fr.foursquare.com/mlunoe,Michael L.
"Jægersborggade 9, København N",https://fastly.4sqi.net/img/general/300x300/6085279_eO8GNIkHUaSlvo3vnuR7RMkS5rS57upr93ikb8qEevY.jpg,8.9,125,https://fr.foursquare.com/v/meyers-bageri/4cf4db4b1c158cfa36cae5b5,Meyers Bageri,Boulangerie,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/136163151_uFVaF2cd_c8PVdSYxjxi8oQVcp0emWMC7J-9f74FXhQq-8cKrPWbaZPYMiqruz5mzZBPk3VmL.jpg,"Linh-Lan D. • Juillet 16, 2016
Excellente boulangerie, les meilleurs roulés à la cannelle de ma vie. C'est hyper consistant. Comptez 25 couronnes environ.","Linh-Lan D. • Juillet 16, 2016",https://fr.foursquare.com/ceruleeann,Linh-Lan D.
"41 Galionsvej, Copenhague",https://fastly.4sqi.net/img/general/300x300/36401227_OjnBq4QlOc-VSgCWthftzYxEItGDAVmJECG2rEIc-To.jpg,8.9,126,https://fr.foursquare.com/v/hart-bageri/61a33165f09fd005f998cd2b,Hart Bageri,Boulangerie,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/16066_1253744492113.jpg,"Allan B. • Décembre 29, 2021
Ex-Noma baker. Everything is delicious!","Allan B. • Décembre 29, 2021",https://fr.foursquare.com/beaufour,Allan B.
"Valbyparken, København SV",https://fastly.4sqi.net/img/general/300x300/82840461_kd0EL_PEbL2JCQ4emdqLUhlz8sYY1i5CzocS8kMbFgo.jpg,8.9,127,https://fr.foursquare.com/v/valbyparken/4bb5f2c92ea1952113ebaa2f,Valbyparken,Parc,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/YMB55BKQENFYHDMR.jpg,"Rune A. • Mai 10, 2010
Best playground in Copenhagen. Spanning a large area this playground has plenty of space for the little ones to roam. My son loves it there.","Rune A. • Mai 10, 2010",https://fr.foursquare.com/therune,Rune A.
,https://fastly.4sqi.net/img/general/300x300/8505452_mvE_voXQLRUkGBneN1hANkwrQ_tNJy_jERXLWU4i_eo.jpg,8.9,128,https://fr.foursquare.com/v/chillee/559cf46f498edee2261df6b6,Chill-ee,Sandwicherie,$$$$,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/4950500-UOJKDAXFMBXSVZYM.jpg,"Finn C. • Octobre 16, 2016
A small but very cosy place. All home made and fresh. Try the tuna mousse sandwich.","Finn C. • Octobre 16, 2016",https://fr.foursquare.com/finnc1271306,Finn C.
"Kronprinsessegade 30, København K",https://fastly.4sqi.net/img/general/300x300/92486353_juAblwFZhObUuaxm5K-tP1MIwh8CzfbF6fF1NtZlmG4.jpg,8.9,129,https://fr.foursquare.com/v/davids-samling/4b50fc4af964a520013c27e3,Davids Samling,Musée d'art,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/2150815-VSVCQN3NQRQTO0CB.jpg,"Chris R. • Août 28, 2015
Simply amazing collection of Islamic pieces, well presented and preserved, best of all it's free. Can't recommend enough if you are wowed by middle eastern art.","Chris R. • Août 28, 2015",https://fr.foursquare.com/thechristophe,Chris R.
"Niels Hemmingsens Gade 10, Copenhague",https://fastly.4sqi.net/img/general/300x300/511481055_HDVuEXIiD-ZMVnUJ9HJdQouJr31I0uJPGyEpwuhP8-k.jpg,8.9,130,https://fr.foursquare.com/v/hotel-cecil/5a3620266e46500c7d856c82,Hotel Cecil,Salle de concert,,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/83502022-WJOOODRVAIXZAZWP.jpg,"Risiana L. • Mars 18, 2018
Cozy music venue, not too small not too big! Good sound quality!","Risiana L. • Mars 18, 2018",https://fr.foursquare.com/risianal9229019,Risiana L.
