Titre,Lien_du_titre,image,note,venueindex,catégorie,prix,adresse,étiquette,avatar,tiptext,auteur,utilisateur_lien,utilisateur
Phoenix Park Islandbridge Gate,https://fr.foursquare.com/v/phoenix-park-islandbridge-gate/4fbbc32fe4b0d1b2bf9ef20b,https://fastly.4sqi.net/img/general/300x300/96456663_5AFR1Aqjq8XWBQmNswAspVB-5jaD_AQi782U3TPXfL4.jpg,8.9,89,Parc,,Dublin,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/141150681-J5SDLV0RUYEWSNK0.jpg,"Erzsebet M. • Septembre 23, 2018
Wonderful place! 💜☘️","Erzsebet M. • Septembre 23, 2018",https://fr.foursquare.com/erzsebet_m,Erzsebet M.
The Pig & Heifer,https://fr.foursquare.com/v/the-pig--heifer/4b5dc326f964a520606a29e3,https://fastly.4sqi.net/img/general/300x300/82241_AEo_zmPqDM9nZEGvbZxZlCaiA8oxAyBD7cHcs0UJ-uM.jpg,8.9,90,Sandwicherie,€€€€,"6 Guild Court, Amiens St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/GLGRIMPPZBBIJSQF.jpg,"Aijan J. • Août 17, 2013
Chorizo and bree and toscano sandwiches are my favourite! Or get a bowl of salad and remember to try aubergines, yum!","Aijan J. • Août 17, 2013",https://fr.foursquare.com/aijanchic,Aijan J.
Sprout & Co Kitchen,https://fr.foursquare.com/v/sprout--co-kitchen/5655aeae498e5816f091c26c,https://fastly.4sqi.net/img/general/300x300/13707930_61MH6Ptcme6w_VXCJyArd4gTlWf3N_MfQxAMVdeeQuo.jpg,8.9,91,Salade,€€€€,"63 Dawson St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/62726252_hEpAe-wH_hz43ju5d7OVhXH9DtNziT4uSWvQ-_DE4h3FcrG2_GGJwMGE5snrA4APx9yxW9WsR.jpg,"Anastasia K. • Mars 4, 2018
Big portion size. A lot of choices. You can always create your own salad. Vegetarian and vegan friendly. Definitely recommend!","Anastasia K. • Mars 4, 2018",https://fr.foursquare.com/anastask5641683,Anastasia K.
The Temple Bar,https://fr.foursquare.com/v/the-temple-bar/4ade0ef0f964a520817021e3,https://fastly.4sqi.net/img/general/300x300/27372791_QG6Ut8YKoI4VjRN5tCBfPMflIPPTmJersgMh1D9dAck.jpg,8.9,92,Irlandais,€€€€,"47-48 Temple Bar, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/83118260-CAMSADMSNWZDQVOH.jpg,"Vincent P. • Mai 29, 2014
... musique , boisson pas cher et serveur plus qu'agréable. Un endroit à...","Vincent P. • Mai 29, 2014",https://fr.foursquare.com/vincentp3941576,Vincent P.
Locks Brasserie,https://fr.foursquare.com/v/locks-brasserie/4ade0f49f964a520ca7121e3,https://fastly.4sqi.net/img/general/300x300/72270412_qi6y35XtFG5dh4FME4UnkVFrjL_9cyQHtVyJSo2ZuPU.jpg,8.9,93,Française,€€€€,"1 Windsor Terrace, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/EF4EL204FUAZ0BRU.jpg,"David M. • Octobre 31, 2010
Excellent value lunch menu, friendly staff, great surroundings, beside the canal. Sister restaurant of the Pearl Brasserie near Merrion Sq. Highly recommended.","David M. • Octobre 31, 2010",https://fr.foursquare.com/mccarthyd,David M.
La Pausa Caffe,https://fr.foursquare.com/v/la-pausa-caffe/53a36cee498edce8c30c12c0,https://fastly.4sqi.net/img/general/300x300/61459891_STl9mu1MvpR0xRdYgvgm5JFQZJ2hI8Mrxkb07sTlvRI.jpg,8.9,94,Coffee Shop,€€€€,"2b Blessington St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_girl.png,"Moya B. • Avril 26, 2019
Lovely coffee and very pleasant staff. It opens from early till late and you’re never rushed!","Moya B. • Avril 26, 2019",https://fr.foursquare.com/moyab6599378,Moya B.
Wall & Keogh,https://fr.foursquare.com/v/wall--keogh/4d4d560772eba143bb014212,https://fastly.4sqi.net/img/general/300x300/61459891_ZPCyo1UU0pq7Zo9xxGE4DBL4lkUEqyF7m5TGdi49v3o.jpg,8.9,95,Salon de thé,€€€€,"45 Richmond St S, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/119651635-NYSN2DLKMR3KIZMI.jpg,"Alessia G. • Juin 14, 2015
Really nice place, big choice of tea, homemade cake and relaxing atmosphere","Alessia G. • Juin 14, 2015",https://fr.foursquare.com/alessiag5813182,Alessia G.
El Grito,https://fr.foursquare.com/v/el-grito/55a8f200498eca4759ccddeb,https://fastly.4sqi.net/img/general/300x300/8704109_MljN69dalP8VwB2UMLy3mnTV1lziovUh_JGoTUAnMT0.jpg,8.8,96,Tacos,€€€€,"Merchants Arch, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/13083714_sps86bhg_-PbIcRQpwH4WJ4olzmdPR4fXc0usyxbYk4jQUrR-uvoWEH8sEDE3-sEvmQoMtf_d.jpg,"Claudia P. • Octobre 18, 2015
Delicious pastor tacos and nachos with meat...definitely have to try it !!!","Claudia P. • Octobre 18, 2015",https://fr.foursquare.com/claudiahb3,Claudia P.
Cassidy's Bar,https://fr.foursquare.com/v/cassidys-bar/4eb5a6664901cef9d8a3abfc,https://fastly.4sqi.net/img/general/300x300/1389426244_VSeb71_m7dYYBb-THj4a2tQpIE5zAig8uTmE_sM5g7A.jpg,8.8,97,Pub,€€€€,"27 Westmoreland St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/631420-L2ALDLNUZO2YGTPH.jpg,"Ашли . • Octobre 14, 2017
Amazing vibe. Super chilled. Good selection of drinks, games. The lighting allows for just chilling out with friends.","Ашли . • Octobre 14, 2017",https://fr.foursquare.com/webash,Ашли .
Aviva Stadium,https://fr.foursquare.com/v/aviva-stadium/4ade0f4ef964a520e17121e3,https://fastly.4sqi.net/img/general/300x300/40983266_-Vd4JibPr2J9rczvXM0w0WzYDkz5gFdminuYw_SU-nI.jpg,8.8,98,Football,€€€€,"65-79 Lansdowne Rd, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/94036971_20UHeDpa_9KWDPDAGGSscKhFQOE1iqioimyHcMdpdg8At85b2yat3z1YBiaUX3CRKzsnMd36S.jpg,"Carl G. • Décembre 6, 2015
Lovely modern stadium. Irish rugby games are always entertaining.","Carl G. • Décembre 6, 2015",https://fr.foursquare.com/geordie_exile82,Carl G.
Chapter One,https://fr.foursquare.com/v/chapter-one/4ade0f31f964a5206c7121e3,https://fastly.4sqi.net/img/general/300x300/36424109_Gl2nkKqMwmXdwmD4cdPZKJ6qx4DjL7btmM0Im0BGBvs.jpg,8.8,99,Restaurant,,"18-19 Parnell Sq, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/60825182-GAEH52JDZTLSNTAI.jpg,"Dee D. • Septembre 17, 2013
Devine! Very reasonable pre theatre menu and excellent waiting staff :)","Dee D. • Septembre 17, 2013",https://fr.foursquare.com/aquababiesirl,Dee D.
Kinara Kitchen,https://fr.foursquare.com/v/kinara-kitchen/4c992890775abfb788b54267,https://fastly.4sqi.net/img/general/300x300/87794438_N6TQSNeUKBlqc2w8zkDbuuBKcI85qDqUqNaqLJ1PlKY.jpg,8.8,100,Indienne,€€€€,"17 Ranelagh, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/GGQGE1URXAN0UYJY.jpg,"Wolfgang S. • Mars 3, 2014
Love the Mango Lassi. Excellent food plus friendly service. Recommended.","Wolfgang S. • Mars 3, 2014",https://fr.foursquare.com/wolfgans5192304,Wolfgang S.
Coco Brew,https://fr.foursquare.com/v/coco-brew/584919c4fda3d83bd33fb4be,https://fastly.4sqi.net/img/general/300x300/28999193_F_4h-r9U_JT5_7pUMmAILOexUVNQf9_tG6yZqlstZgU.jpg,8.8,101,Coffee Shop,€€€€,"5 Bedford Row, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_girl.png,"Jolien V. • Juillet 10, 2019
Delicious tropical smoothie & yummy mint tea! A lot of sweets and very friendly staff! Nice place!","Jolien V. • Juillet 10, 2019",https://fr.foursquare.com/jolienv2029337,Jolien V.
Il Vicoletto,https://fr.foursquare.com/v/il-vicoletto/4b7ebf77f964a520a4fc2fe3,https://fastly.4sqi.net/img/general/300x300/6402948_Hi6ymZU-1VCgH-xZ0Fp9YBmxTHmPUraoPHKfnPCxekA.jpg,8.8,102,Italien,€€€€,"5 Crowe St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/63224259_YrCQfwlh_W48PYgdncUf3PkgMjGTuyj-l803ES4Dth3CeDpWvOo9SvGn3ExOr7J01nHj4rrQp.jpg,"Areej • Août 22, 2018
The Seafood Spaghetti was out of this world. You can tell from the first bite that the pasta is FRESH. Perfect italian food.","Areej • Août 22, 2018",https://fr.foursquare.com/rozagazzaz,Areej
Palmerston Park,https://fr.foursquare.com/v/palmerston-park/4bae3362f964a52059913be3,https://fastly.4sqi.net/img/general/300x300/5494686_fYqhku-1gmTa3BB0THPg2u02rz8_bJYCe3ajTtEYh8g.jpg,8.8,103,Parc,,"Páirc Bhaile Phámar, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/5266318-THR5IBZXUUTRWZAM.jpg,"Caroline C. • Août 8, 2016
Very spacious. Great for picnics, great for the kids (theres a big playground), great for exercises or just to bring a book and relax","Caroline C. • Août 8, 2016",https://fr.foursquare.com/carolconrado_,Caroline C.
Pickle,https://fr.foursquare.com/v/pickle/56e47faf498e68353ce67cf6,https://fastly.4sqi.net/img/general/300x300/49059751_NTeS7I2yu_FjnN4fuFi3F5-Wtb8yhMkfwM5RXXhMxWY.jpg,8.8,104,Indienne,€€€€,"Camden St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/40112011-O0DLFFLFBGFNIZRE.jpg,"Iryna S. • Juillet 20, 2018
never loved Indian food but this place is gem! chic, sophisticated and soooo delicious. start loving Indian cuisine here","Iryna S. • Juillet 20, 2018",https://fr.foursquare.com/suchkova,Iryna S.
The Shelbourne Dublin,https://fr.foursquare.com/v/the-shelbourne-dublin/4ade0ed2f964a520037021e3,https://fastly.4sqi.net/img/general/300x300/2913095_J4OEkBWZZccEKTRKKdlsbNWNa1UpO94WiruUJdXt5As.jpg,8.8,105,Hôtel,,"27 St. Stephen's Green, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/13917423-ROYI0KQ3FFXATBII.jpg,"ᴡ C. • Août 25, 2016
Deco un peu trop ""rococo"" à mon goût mais super hôtel en plein centre de Dublin! Service, chambre, restauration et bar impeccable. Un des meilleurs hôtel de la ville","ᴡ C. • Août 25, 2016",https://fr.foursquare.com/cruz_ruz,ᴡ C.
Gino's Gelato,https://fr.foursquare.com/v/ginos-gelato/4e2fe2858130c05c18cf1650,https://fastly.4sqi.net/img/general/300x300/20269880_PGro040ZDd4eT4azIdaTxPMrMdZ6xNWTCT1IMBH1eqM.jpg,8.8,106,Glaces à l'italienne,,"34B Grafton St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/260489-O3JQARJVXKYZZBTU.jpg,"Drew C. • Septembre 28, 2014
This is real gelato, and every flavor is stellar.","Drew C. • Septembre 28, 2014",https://fr.foursquare.com/drewcoffman,Drew C.
Aobaba,https://fr.foursquare.com/v/aobaba/50506df0e4b030e87ab52f68,https://fastly.4sqi.net/img/general/300x300/61459891_y0FjPtao1lrM1Odc76fx6gHhpyIf3_wJG3k_Eo5eQkg.jpg,8.8,107,Vietnamienne,€€€€,"46A Capel St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/DLNDDF2VXEG11SGX.jpg,"Úna K. • Janvier 14, 2013
Baguettes are yummy. Well worth the €4.","Úna K. • Janvier 14, 2013",https://fr.foursquare.com/unakavanagh,Úna K.
The Orange Tree Bakery,https://fr.foursquare.com/v/the-orange-tree-bakery/53566061498e03ae386c8305,https://fastly.4sqi.net/img/general/300x300/1358445_Gb1IdVSAW7DJKm_Fb9id2ngUpSzhm0s5JZHFT6K03mo.jpg,8.8,108,Sandwicherie,€€€€,"Rathmines Rd Lwr, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/PS1IOM2JAJSFZTXA.jpg,"Katy 🌵 G. • Février 27, 2018
The best americano in the city! Excellent brownies and muffins! The kindest staff ever! Highly recommend <3","Katy 🌵 G. • Février 27, 2018",https://fr.foursquare.com/grecova4884628,Katy 🌵 G.
Oscar Wilde Statue,https://fr.foursquare.com/v/oscar-wilde-statue/4bb1fa4df964a52024af3ce3,https://fastly.4sqi.net/img/general/300x300/41835042_QCzCo0z8q89MkPh7yc0I6mjClzxDppQl9eivrvEkk84.jpg,8.8,109,Sculpture extérieure,,"Merrion Sq, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/539358304_Ny6VbEUl_lqkGdpaEJ3U8G_XkB2O1csSlRCHgTaUWkgRqjaxnnSzEWM-LlFLr6pOLaowoO2BH,"Drinker D. • Juin 29, 2019
★★★½ Un peu coquin! La statue de Oscar Wilde est un peu coquine!","Drinker D. • Juin 29, 2019",https://fr.foursquare.com/drinkerd3676958,Drinker D.
Sandymount Promenade,https://fr.foursquare.com/v/sandymount-promenade/4f0ae6c3e4b0945c6d64befd,https://fastly.4sqi.net/img/general/300x300/9838037_LfPeW7FyAG09SZ_Bu5T_w0aEl5gViJH-kYcsjq659VA.jpg,8.8,110,Front de mer,,"Merrion Gates, Strand Road, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/HIOBPZXSZ2FI4F1Y.jpg,"Harry H. • Juin 15, 2015
Beautiful quiet lovely walks views","Harry H. • Juin 15, 2015",https://fr.foursquare.com/harryh2410024,Harry H.
Deer Park,https://fr.foursquare.com/v/deer-park/4bbc3bc2e4529521b9b255a4,https://fastly.4sqi.net/img/general/300x300/14334039_msVP2KYSHQLrb30NnXBm7H3sAOtSGgu05R1vPSXIUCY.jpg,8.8,111,Parc,,"Mount Merrion, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/70683386-5XD4NEJM41F4CRR0.jpg,"W C. • Juillet 24, 2019
Great for walks all year round","W C. • Juillet 24, 2019",https://fr.foursquare.com/wc6084278,W C.
Vicar Street,https://fr.foursquare.com/v/vicar-street/4ade0f4cf964a520d97121e3,https://fastly.4sqi.net/img/general/300x300/95352_zlNDQVFCuGQ8zSeKq6uENqG5vzHvByp5G-zzzKuRXYA.jpg,8.8,112,Salle de concert,,"58-59 Thomas St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/92058704-LN3RXLGH1UCNS1VC.jpg,"Kelvin F. • Novembre 15, 2014
One of my favourite venues. Parking can be difficult to find but worth the effort for the intimate vibe this place has.","Kelvin F. • Novembre 15, 2014",https://fr.foursquare.com/kelvinwins,Kelvin F.
Croke Park,https://fr.foursquare.com/v/croke-park/4ade0f26f964a520417121e3,https://fastly.4sqi.net/img/general/300x300/20519921_mvMgBOLkyg1ec0KxwTitQWQ9qnpD1jWzshh3S7kLNHw.jpg,8.8,113,Stade,,"Jones's Rd, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/207407523_oLe77-0X_VtJ_bO_jf3ADOW3Uid57xD_RCEBFQB5JQ8nnusGxHUKh1pWF--7YFI03PSOoDXlc.jpg,"Maurice • Décembre 12, 2016
Massive stadium for Gaelic sports. Take the tour which tells you all about the history and development of these traditional Irish sports.","Maurice • Décembre 12, 2016",https://fr.foursquare.com/mauricemoerland,Maurice
Éamonn Ceannt Park,https://fr.foursquare.com/v/%C3%A9amonn-ceannt-park/4b4f2477f964a52052fb26e3,https://fastly.4sqi.net/img/general/300x300/1360471_INXsRmdhSZI6G9PR-Wr-Wlwsiz4_GqjpZDDCzqwhfJY.jpg,8.8,114,Parc,,"Sundrive Rd, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/89159_1257508854646.jpg,"Roseanne S. • Octobre 26, 2010
Make sure to climb to top of hill where the football pitches are for fabulous views of Dublin mountains & city","Roseanne S. • Octobre 26, 2010",https://fr.foursquare.com/enormous,Roseanne S.
Neary's,https://fr.foursquare.com/v/nearys/4ade0eeff964a5207f7021e3,https://fastly.4sqi.net/img/general/300x300/527045505_SYrHicO8MsKH3sMFHEwKtFrCKzC6cOYSe42ueojyZjM.jpg,8.8,115,Pub,€€€€,"1 Chatham St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/4IMQTYLLZMDNGBNX.jpg,"John G. • Janvier 28, 2011
Best roast beef salad in Dublin. Friendly staff and old world atmosphere.","John G. • Janvier 28, 2011",https://fr.foursquare.com/johng7208042,John G.
Dealz,https://fr.foursquare.com/v/dealz/5092a33be4b0eedd3968e593,https://fastly.4sqi.net/img/general/300x300/6909519_A-TWbyyWfa_8aFXaBoW0DnZ6SRSuOSgiBLQVm8hgpHM.jpg,8.8,116,Magasin discount,,"44-45 The Ilac Centre, Moore Street (Moore St), Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/40945165_Vdd6NzaB_PwMk_8L33v7WPPKZOzvRkhpgOX73MyrCzpgwTOkfsPEdfZ9MAoQjyyWXuILQxv8C.jpg,"Dinorah P. • Mars 8, 2015
3 Kinder bueno packs 1.50€ my favorite store to buy candies!","Dinorah P. • Mars 8, 2015",https://fr.foursquare.com/dinorahp5151544,Dinorah P.
Dartmouth Square,https://fr.foursquare.com/v/dartmouth-square/4bbc5bbd51b89c74a54d872a,https://fastly.4sqi.net/img/general/300x300/176926_23PXYYswip1uc27xgRBcH0rIGOZU_aKuxY5U5i_x5kQ.jpg,8.8,117,Place,,"Cearnóg Dartmouth, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"James L. • Mai 14, 2018
Nicest Square in Dublin, ideal for a relaxing picnic or enjoy outdoor yoga classes on Saturday mornings for just €5","James L. • Mai 14, 2018",https://fr.foursquare.com/jamesl4386091,James L.
Container Coffee,https://fr.foursquare.com/v/container-coffee/591f5b8e5d0fea5ae1615a6c,https://fastly.4sqi.net/img/general/300x300/84592181_OrL2F1nmPlq3zn4FbiqXuYtP5sf7ceQ-yr1Sj6Jp6LQ.jpg,8.8,118,Coffee Shop,€€€€,"161 Thomas Street, Dublin 8, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/6244_1237434225.jpg,"Adrianne H. • Septembre 14, 2017
Amazing almond croissant 🥐 and cloud picker coffee ☕️!","Adrianne H. • Septembre 14, 2017",https://fr.foursquare.com/adriannh6121480,Adrianne H.
National Concert Hall,https://fr.foursquare.com/v/national-concert-hall/4ade0f4ef964a520de7121e3,https://fastly.4sqi.net/img/general/300x300/19878416_fZrKdigjxyXfYVnjOWB-JgYyDYli_amihwfkFDwXRK8.jpg,8.8,119,Salle de concert,,"Earlsfort Terrace, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/122024488-GP2EBVCJ1IYIKECA.jpg,"Nick v. • Août 5, 2016
Lovely evening. Would recommend seats at the yellow balcony.","Nick v. • Août 5, 2016",https://fr.foursquare.com/nickv8564236,Nick v.
Fallon & Byrne Food Store,https://fr.foursquare.com/v/fallon--byrne-food-store/4ade0f6df964a520727221e3,https://fastly.4sqi.net/img/general/300x300/13637166_A9Z22km-OTaKTonLrRjq1vb20iu9zQWQcO5gKZG5GP8.jpg,8.8,120,Épicerie,,"11-17 Exchequer St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/QZYYB5ZSBU5E4MXW.jpg,"Ricardo R. • Août 11, 2014
Amazing organic foods. Staff is always helpful. The price is not the best in town, but it worth it to know.","Ricardo R. • Août 11, 2014",https://fr.foursquare.com/ricardorosa03,Ricardo R.
Indigo & Cloth,https://fr.foursquare.com/v/indigo--cloth/4bfbd3feab180f47bb4eb4ce,https://fastly.4sqi.net/img/general/300x300/84592181_zE_oCBgGxbX2ID7UDav3NLJTWU2NDF7MUSikjKRxFHg.jpg,8.8,121,Boutique de vêtements pour hommes,,"9 E Essex St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/XPZW3EZKB0YJXJOU.png,"Jaunt Maps • Septembre 22, 2011
My hidden gem is @indigoandcloth on Sth William St. Great clothes shop, friendly staff, always something different there. Submitted by @misiamonika","Jaunt Maps • Septembre 22, 2011",https://fr.foursquare.com/jauntmaps,Jaunt Maps
The Back Page,https://fr.foursquare.com/v/the-back-page/544be9c5498e45ba2fe1ec53,https://fastly.4sqi.net/img/general/300x300/204920466_3a1ZB9Ki7dNjtSZXl6NxzNLxU290BcPkU-dfWSLLn3M.jpg,8.8,122,Bar,€€€€,"199 Phibsborough Road, Dublin 7, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Niall M. • Septembre 25, 2016
Great pizzas and the brunch is excellent, poached eggs are a specialty.","Niall M. • Septembre 25, 2016",https://fr.foursquare.com/niallm6540314,Niall M.
Two Beans Coffee Bar,https://fr.foursquare.com/v/two-beans-coffee-bar/530cb02e498e202e97f64773,https://fastly.4sqi.net/img/general/300x300/5234766_5tb8X2z0GahHBmUiiHu8XeurXsrjfYDqivwlWAtBVkI.jpg,8.8,123,Coffee Shop,€€€€,"11 George's St Lwr, Dún Laoghaire",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/2LDTZSTUZSHQHPZ2.png,"Brian M. • Décembre 11, 2018
The best coffee place in Dublin! Great variety of coffee and brewing techniques and very friendly staff. All that and a chilled out ambiance","Brian M. • Décembre 11, 2018",https://fr.foursquare.com/brimurdotcom,Brian M.
Redmonds of Ranelagh,https://fr.foursquare.com/v/redmonds-of-ranelagh/4bf7bc2b5ec320a1bc7187d3,https://fastly.4sqi.net/img/general/300x300/12325661_AL7EkQGST1RdYK6QzpQUsa66AekwQi9JyFIkYVQQm2g.jpg,8.8,124,Magasin de spiritueux,,"25 Ranelagh, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/XQCI3JHK3QWRYLL0.jpg,"Oisin O. • Juillet 28, 2013
Fantastic selection of beers. Belgian, American, Irish has to be seen to be believed.","Oisin O. • Juillet 28, 2013",https://fr.foursquare.com/oisino3334129,Oisin O.
The Bridge 1859,https://fr.foursquare.com/v/the-bridge-1859/54233094498e5f1bd4283cc8,https://fastly.4sqi.net/img/general/300x300/213292_ceYE4jcQQTIvQRwJjtHm7MnRnpfQFYTWgFMgk4Rtj5Q.jpg,8.7,125,Pub,€€€€,"13 Ballsbridge Terrace, Ballsbridge",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/FDXUA20SJYBRDNVL.jpg,"EDR • Juin 12, 2022
Good for corp events, you can book a private room upstairs. Good quality food and at times live music!!","EDR • Juin 12, 2022",https://fr.foursquare.com/edr8213342,EDR
Chester Beatty Library,https://fr.foursquare.com/v/chester-beatty-library/4ade0f2af964a5204e7121e3,https://fastly.4sqi.net/img/general/300x300/23112513_ETYW1gJoTCN_Lwy1hQhL2tOQgVZFU7HiiPs36Koxdjg.jpg,8.7,126,Musée d'art,,"2 Palace St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/OASZZ2LUSPTHTXVV.jpg,"Thibaut P. • Août 24, 2013
Si comme moi vous arrivez à vous endormir au musée, voilà un temple du livre et des religions gratuit à ne pas rater ! 0 somnolence assurée :)","Thibaut P. • Août 24, 2013",https://fr.foursquare.com/tipilol,Thibaut P.
TANG by Yogism,https://fr.foursquare.com/v/tang-by-yogism/5735d18e38fa1621cd3bb654,https://fastly.4sqi.net/img/general/300x300/96510930_7JEdSu3oFX3FHtRbN_3NLB1nwKWbppycep0rNv9e6Mk.jpg,8.7,127,Café,€€€€,"23C Dawson St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/539043424_viEpe-6C_1qOixdkbe1VQ54GnfjBuNtCVUftMJforHsUxaFdOyOuJr2-grRh4YnSP7xKrSfng.jpg,"Maha A. • Mai 12, 2022
Highly recommend this amazing cafe! Staff were really friendly and food was so fresh and delicious. Amazing shakshuka with feta cheese!!","Maha A. • Mai 12, 2022",https://fr.foursquare.com/mahaa9863195,Maha A.
Wuff,https://fr.foursquare.com/v/wuff/50268473e4b0f67566f2a33d,https://fastly.4sqi.net/img/general/300x300/124153022_fMmfkt16PTTxq3QemLS6WfAdpAQVqiYJOhE52Ud9Q7k.jpg,8.7,128,Bistro,,"23 Benburb St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/354247297_h9iMw2N9_VRN8dN0k9tHdHKwWy1MECuwCixydS7DObGHoz21zvIAsgZgrGUEjEorqe1RfCBcR.jpg,"Laura L. • Novembre 14, 2016
Delicious eggs benedict! Super lovely staff. Very busy, we had to wait a while for a table, I recommend booking in advance.","Laura L. • Novembre 14, 2016",https://fr.foursquare.com/laural6059729,Laura L.
The Sidecar,https://fr.foursquare.com/v/the-sidecar/579a51cc498ebd39b3039ca7,https://fastly.4sqi.net/img/general/300x300/16366029_NmpABaayYVbdCS2C90IMm3MRF9eR9amZ5bZVgxn_zlw.jpg,8.7,129,Cocktail,€€€€,"The Westbury Hotel, Balfe St, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/4971470_1NpVQ2nF_eshjV_ipRpq9qbXa3Y-z2WkTQLstJoHV-za-vvCh-h0cD4d70s3AoTuysCOmHgM7.jpg,"Kristy M. • Mai 14, 2019
One of, if not the, best bars in Dublin. Simply hands down.","Kristy M. • Mai 14, 2019",https://fr.foursquare.com/ikristy,Kristy M.
Bord Gáis Energy Theatre,https://fr.foursquare.com/v/bord-g%C3%A1is-energy-theatre/4bc8a8296501c9b6be9b4029,https://fastly.4sqi.net/img/general/300x300/400032_X2lDnVdWlwi5Fh-KxhW5RBjYHqbE2_tEIyp_VWqV4G0.jpg,8.7,130,Théâtre,,"Grand Canal Sq, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/71468090-MFQUWTEE25M0USDK.jpg,"Sinéad B. • Août 7, 2014
Pre order your drinks for half time, very fast service, lovely theatre and always fab shows","Sinéad B. • Août 7, 2014",https://fr.foursquare.com/sineadbyrne7,Sinéad B.
Alma,https://fr.foursquare.com/v/alma/5c432a6286bc49002c71807d,https://fastly.4sqi.net/img/general/300x300/41817446_gihU8AWh3VYOZoeko29uXrpLLDBH31ZPj_UXxGszpvc.jpg,8.7,131,Café,€€€€,"12 South Circular Road, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/39823292_L1zWH1bK_VaQqf91RJd4ZXU6rmu3aQmi-9YtDlAi2IVN8Rm8cn14nmPzkNGah03qGJZ49bTap.jpg,"Sureena M. • Août 7, 2019
Best cafe in town!! Delicious brunch","Sureena M. • Août 7, 2019",https://fr.foursquare.com/sureenam8776903,Sureena M.
Network,https://fr.foursquare.com/v/network/57627f05498e8032d526852e,https://fastly.4sqi.net/img/general/300x300/130058139_vubzSB7uzY0_N-UktA5u1ziQNEukXesoIC5YBY9dBoA.jpg,8.7,132,Coffee Shop,€€€€,"39 Aungier Street, Dublin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/3G55ECZJGFAFJ3TB.jpg,"Katerina K. • Mai 21, 2018
I loved the coffee! Such a nice surprise in Dublin!","Katerina K. • Mai 21, 2018",https://fr.foursquare.com/kouriati,Katerina K.
