Titre,Lien_du_titre,image,note,venueindex,catégorie,prix,adresse,étiquette,avatar,tiptext,auteur,utilisateur_lien,utilisateur
Bon Lio,https://fr.foursquare.com/v/bon-lio/5306513a498e39ce80cde58d,https://fastly.4sqi.net/img/general/300x300/71878077_N68Az65GdiXZn9CjZT0qwIlGibAkonHTXwKfYcCavhQ.jpg,8.8,89,Espagnole,$$$$,"Fredensborgveien 42, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/9213613_93o11ywk__5uHUpbibvvFW_5cnsx7CrtBhRyzyJZlksB9yzJ48v-hS__5phx7DrUNs0iFgM4A.jpg,"Marius Ø. • Octobre 21, 2017
If you have a special occassion coming up, and you fancy 10-12 courses of spectacular haute cuisine with great wine pairing, and stellar coctails to boot - go here! Fantastic food, drinks and service!","Marius Ø. • Octobre 21, 2017",https://fr.foursquare.com/mariuss5344767,Marius Ø.
Gimle Kino,https://fr.foursquare.com/v/gimle-kino/4b0588b7f964a520f6d522e3,https://fastly.4sqi.net/img/general/300x300/75380576_yw38LOe5Q9qfLATnvZoSXTemtfUXcvQc22uVh-e5dJk.jpg,8.8,90,Cinéma,,"Bygdøy Allé 39, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/BRO0YZ5PCHI15X2C.jpg,"Magnus H. • Juillet 11, 2013
Gorgeous vintage-style movie theater in the upperclass neighbourhood of Frogner. Shows mostly drama/comedies, comfy chairs and has its own wine bar.","Magnus H. • Juillet 11, 2013",https://fr.foursquare.com/magnush7099885,Magnus H.
Delicatessen Tapasbar,https://fr.foursquare.com/v/delicatessen-tapasbar/4b0bc4ccf964a520833323e3,https://fastly.4sqi.net/img/general/300x300/48345524_LHtJrysdkmOIfDzG32Covn-0Z9wASd6YNqRpQW8tO_g.jpg,8.8,91,Tapas,$$$$,"Søndre gate 8, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/172088339-ZJOGM3JM3FIKR351.jpg,"Daniel B. • Avril 3, 2018
Good atmosphere, helpfull and talented staff, good vines and amazing food!","Daniel B. • Avril 3, 2018",https://fr.foursquare.com/danielb6602689,Daniel B.
Stockfleths,https://fr.foursquare.com/v/stockfleths/4b07f770f964a520b10123e3,https://fastly.4sqi.net/img/general/300x300/24740490_uhb2houAqbEoC5sQARFe6zfSKiaI2P7OJqRUo4amz70.jpg,8.8,92,Coffee Shop,$$$$,"Prinsens gate 6 (Dronningens gate), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/594824-MXCMZ4KSXLV3CLT4.jpg,"Anja R. • Mars 5, 2014
Ganske lytt, spesielt hvis du snakker ganske høyt. :D","Anja R. • Mars 5, 2014",https://fr.foursquare.com/mariusgenser,Anja R.
Way Down South,https://fr.foursquare.com/v/way-down-south/56f5236ccd10c43c4671a28b,https://fastly.4sqi.net/img/general/300x300/55249249_ol34C1PdpTqhNgJfc6kBMKr2Y2UNAn9TAEruWS6YeeM.jpg,8.8,93,Barbecue,$$$$,"Østre Elvebakke 7 (behind Jakobs kirke/DogA), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/471149542_56OIgsed_wGcf0ZESPKpUiaqkWJLkpgzQKdAHBkCvxjKmVFOF2uN79BVZWSqihyUb8XbKLZhW.jpg,"Petter S. • Janvier 15
Greasy, tasty and delicious bbq! The brisket is made in heaven, that includes the mac’n’cheese as well.",Petter S. • Janvier 15,https://fr.foursquare.com/petters5614134,Petter S.
Postkontoret,https://fr.foursquare.com/v/postkontoret/54f06e4a498e12fe8932c08a,https://fastly.4sqi.net/img/general/300x300/11266334_33IdaIw0JhCBIWcmRW7U9GVit7ef0B07O3thfw3hROM.jpg,8.8,94,Bar,$$$$,"Hagegata 27, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/OUBYJ5VZ1AFPRDBX.jpg,"Daniel S. • Mars 14, 2019
Great pizzas. Good crust, not dry and tasty cheese.","Daniel S. • Mars 14, 2019",https://fr.foursquare.com/daniels2232179,Daniel S.
Amerikalinjen,https://fr.foursquare.com/v/amerikalinjen/5c7b9c95b9a5a8002ce6f361,https://fastly.4sqi.net/img/general/300x300/9735280_3o3B30iCO2WrHerlKRM4InX6Soflef79Ztqz5GeQcRk.jpg,8.8,95,Hôtel,,"Jernbanetorget 2, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/8715426_UX4jm8-Z_TOEvuTROgsjaOgH1un_zzs4Ha2ZbssG9lV7HbVd3w_qESWUEhelgw3QGYQuNqLBs.jpg,"A.J. B. • Novembre 26, 2019
Modern, hip hotel in the middle of the City Center; try their restaurant Atlas, or their cocktail bar, Pier 42.","A.J. B. • Novembre 26, 2019",https://fr.foursquare.com/aj_brahm,A.J. B.
Astrup Fearnley Museet,https://fr.foursquare.com/v/astrup-fearnley-museet/50241d9ce4b01c38f883d35e,https://fastly.4sqi.net/img/general/300x300/8371473_yPQsBxJBqHlbOVSfL9GqGKEYRTW92Od6QcQeEm5GPA4.jpg,8.7,96,Galerie d'art,,"Strandpromenaden 2 (Tjuvholmen), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/78193983-4AVVX4ELWMTGGUY3.jpg,"Efflamine . • Septembre 12, 2016
J'attendais beaucoup de ce musée et je suis un peu déçue. L'exposition temporaire Israël rapide et un peu vide. La collection permanente de très belle pièces mais un manque d'explications des œuvres","Efflamine . • Septembre 12, 2016",https://fr.foursquare.com/efflamin1319343,Efflamine .
Frammuseet,https://fr.foursquare.com/v/frammuseet/4b0588b5f964a5206fd522e3,https://fastly.4sqi.net/img/general/300x300/3414295_WthrUMrYr2oZsxbXk1kTjABJ0qVJo3yyo1ilZrZX8zc.jpg,8.7,97,Musée d'histoire,,"Bygdøynesveien 36, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/T5HENG4PUIU2T0AW.jpg,"Filippo O. • Novembre 28, 2010
Very interesting museum, the ship is awesome!","Filippo O. • Novembre 28, 2010",https://fr.foursquare.com/thezork,Filippo O.
Liebling,https://fr.foursquare.com/v/liebling/4c823ef3e602b1f7c0219a7a,https://fastly.4sqi.net/img/general/300x300/55317071_mKCoGaWcfZiYvcZ_WiRFuUV-xMikePME1068BgP7Le8.jpg,8.7,98,Café,$$$$,"Øvrefoss 4 (Markveien), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/438077047_wKKv8Yag_JHhS1F0K3x4v6eaEv0VRrvbS1xwB0G5csxlFPn5zdTEEC413tOMgGxr6k_TNvjQu.jpg,"Marthe S. • Octobre 8, 2018
Fresh food with great location. This place gets full so be early.","Marthe S. • Octobre 8, 2018",https://fr.foursquare.com/marthes7946602,Marthe S.
Mocca Kaffebar & Brenneri,https://fr.foursquare.com/v/mocca-kaffebar--brenneri/4ba4b290f964a5202bad38e3,https://fastly.4sqi.net/img/general/300x300/5621593_AYqFy0uhFEDJiCL2i4MS2VQ03fHnSMqOTN_y2Mlaon4.jpg,8.7,99,Coffee Shop,$$$$,"Niels Juels gate 70 (Briskebyveien), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/506663865_cSzbfwiw__J-V6PxTHFq76LVbfK-pmUaAcKY5FqqUB04TGQsACno_wiiype55gRI1RiM6rGCe.jpg,"Goshi P. • Février 19, 2019
Perfect espresso ( that's wat we went for), calm vibe, perfect to start your day.","Goshi P. • Février 19, 2019",https://fr.foursquare.com/goship4115986,Goshi P.
Palmyra Café,https://fr.foursquare.com/v/palmyra-caf%C3%A9/4c139639a1010f479ccf4a18,https://fastly.4sqi.net/img/general/300x300/510197193_i-n35r0AdnOQgKaHqxDbTC3m0nSn7RvJnYiXDX3SoVY.jpg,8.7,100,Café,$$$$,"Norbygata 15A, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/125499282-E0TNV3Q55N0HPSNH.jpg,"Arild E. • Avril 12, 2015
The vegetarian Thali is amazing! Here they also have fresh coconut and delicious sweet chai. A place to visit at least once a week.","Arild E. • Avril 12, 2015",https://fr.foursquare.com/arilde2605840,Arild E.
Henry & Sally's,https://fr.foursquare.com/v/henry--sallys/5b75672c35811b002c5a98eb,https://fastly.4sqi.net/img/general/300x300/114572762_pz4tYTtl8SCWRlAqIx7aLHcXGF4AYBSVgHglqFVldHE.jpg,8.7,101,Bar à bières,,"Bernt Ankers gate 25, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/7729293-OWTBFD4T45BWI1DX.jpg,"David H. • Novembre 18, 2018
The first Mikkeller bar in Oslo. 20 taps with beers from Mikkeller and friends.","David H. • Novembre 18, 2018",https://fr.foursquare.com/deamondavid,David H.
Koie,https://fr.foursquare.com/v/koie/59b176f3cad1b6095f6688f4,https://fastly.4sqi.net/img/general/300x300/1606489_fQZRWnVqaB0B0KBAuFa1H8WzEeOiLnWKXa75hkzxYNQ.jpg,8.7,102,Ramen,,"Osterhaus gate 13, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/223706_eqVtuMRM_6ECSCEXOfqAoXGmUzguXt9np41Kshj0EraUD9KekcLfRorF74DMse15Y5AsKgfB1.jpg,"Jérôme C. • Juillet 24, 2022
Très bon ramen. Attention, certains sont très pimentés. Le cadre est simple et agréable et le service rapide. Le restaurant est un peu bruyant et attendez-vous à faire la queue aux heures de pointe.","Jérôme C. • Juillet 24, 2022",https://fr.foursquare.com/jcharron,Jérôme C.
Ruffino,https://fr.foursquare.com/v/ruffino/4b86d6b8f964a520c4a031e3,https://fastly.4sqi.net/img/general/300x300/417944748_0v3pY1B1qq6cEZMCqlzXg79JMO1U9vLxPnMxSPnryE4.jpg,8.7,103,Italien,$$$$,"Arbins gate 2-4, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/N3VDYZBSRFRY0KRE.jpg,"Karoline R. • Janvier 8, 2014
The waiters are great and the complimentary bread is so good I almost struggled to stop before dinner came. I had pasta with porcini- very tasty!","Karoline R. • Janvier 8, 2014",https://fr.foursquare.com/karolinr1370462,Karoline R.
Røtter,https://fr.foursquare.com/v/r%C3%B8tter/4b0989aff964a5200d1923e3,https://fastly.4sqi.net/img/general/300x300/10686445_BIfA-AQZtq_R6_GiMGsljfnn9S1g2-9B9_Q55svx2P4.jpg,8.7,104,Magasin d'alimentation bio,,"Ullevålsveien 39, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1676392_tyRwrRLM_0h-C1LUjqLXAUb5tQd2HVIVdUfYtGSnUJFg9TkMgaPR7VkVhgwuggff0NAQXAU1O.jpg,"Ine Thereze G. • Juillet 26, 2014
They sell The best healthy ice cream ever: ice crime. Chocolate is The best","Ine Thereze G. • Juillet 26, 2014",https://fr.foursquare.com/inetherg8695087,Ine Thereze G.
Grünerløkka Brygghus,https://fr.foursquare.com/v/gr%C3%BCnerl%C3%B8kka-brygghus/4caf482def1b37043c203100,https://fastly.4sqi.net/img/general/300x300/33440838_n99A1LMlh7eyrxaBt9mUFVimHpBwDlNN9jXbf5bELiA.jpg,8.7,105,Pub,$$$$,"Thorvald Meyers gate 30, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/180606705-3FHZCM3QZ2UY43IJ.jpg,"Gabriel C. • Avril 22, 2016
Go for the fish and chips, awesome dish with some unusual flavors for a foreigner","Gabriel C. • Avril 22, 2016",https://fr.foursquare.com/gabrielc5753301,Gabriel C.
Nationaltheatret,https://fr.foursquare.com/v/nationaltheatret/4ba29534f964a520760638e3,https://fastly.4sqi.net/img/general/300x300/142801_fdgRFPX9-XgpUTmACzB-1xu6NbfMvPKs2azr7olkm-M.jpg,8.7,106,Théâtre,,"Stortingsgata 17, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/CS3GNIHBPGATILWB.jpg,"Eigil M. • Août 31, 2015
Small little theatre with some of Norways best actors.","Eigil M. • Août 31, 2015",https://fr.foursquare.com/eimoe,Eigil M.
Frysja / Brekkedammen,https://fr.foursquare.com/v/frysja--brekkedammen/4c0b8c386071a593fc62e132,https://fastly.4sqi.net/img/general/300x300/55249249_p2o5yPh7atPHMJ22txdmkBDywdSvSUruual6NDF3S18.jpg,8.7,107,Zone de baignade,,Oslo,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/55249249_00vZMqxU_qb50gUVAMv4R4ZqfFDIAeF5R5SioRXVwYwI8itv6Kw01oNi7CZJB9pu5rnehHpkV.jpg,"Håvard M. • Juillet 19, 2019
Good place to take the kids swimming!","Håvard M. • Juillet 19, 2019",https://fr.foursquare.com/havardm7807640,Håvard M.
Delicatessen,https://fr.foursquare.com/v/delicatessen/527bc23b498e86f2f53ed3c3,https://fastly.4sqi.net/img/general/300x300/92290_hM2Em-VfJ1928SKAvB4qNn3Lyeki90WrYtLj2QZWGX4.jpg,8.7,108,Tapas,$$$$,"Holmens Gate 2, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/HIJ35ZOMMUAD4FY4.jpg,"Erik H. • Décembre 15, 2013
Excellent tapas!!","Erik H. • Décembre 15, 2013",https://fr.foursquare.com/erikhaugen1,Erik H.
Fuglen Coffee Roasters Oslo,https://fr.foursquare.com/v/fuglen-coffee-roasters-oslo/5b06faab840fc2002c403071,https://fastly.4sqi.net/img/general/300x300/1386099951_NoFyWDfS5FynOCrJjOBJsCQvxoKLZtJu3gD9FJqdyAw.jpg,8.7,109,Coffee Shop,$$$$,"St. Halvards gate 33, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/BRO0YZ5PCHI15X2C.jpg,"Magnus H. • Mars 9, 2019
Fuglen HQ and out of the way-location. Excellent coffee, of course, and large windows with lots of light.","Magnus H. • Mars 9, 2019",https://fr.foursquare.com/magnush7099885,Magnus H.
Munchmuseet,https://fr.foursquare.com/v/munchmuseet/5a804b2d340a5823f76a8e5a,https://fastly.4sqi.net/img/general/300x300/7634750_98O2i6vPv12ltvICmyx2wh6EKti0Xhe8Tmv4TtLTu94.jpg,8.7,110,Musée d'art,,"Edvard Munchs plass 1, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/88234215_EBaEnJkG_aK2qVhHAa-Q474bGf4jj3CdfessYgtDxUtjwvFRqRbTKVhhneTVHq-pklgb6v-GC.jpg,"Michael B. • Septembre 26, 2022
An astonishing museum. Absolutely top notch!","Michael B. • Septembre 26, 2022",https://fr.foursquare.com/michaelb9472379,Michael B.
Oslo Street Food,https://fr.foursquare.com/v/oslo-street-food/5c5550441c675b002c45192d,https://fastly.4sqi.net/img/general/300x300/208179391_fvefYuZ_UdgakY8NDWgA0ChiPoNZlDg-xZfyEs0G-Z4.jpg,8.7,111,Rassemblement de Street Food,,"Torggata 16, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/503171943_xPVUqHAW_nMGczqpcuP6vZZCOBEBHE4J4ETGRon7GeDNb5RiEnZKUsRXAR8s9ECea1JdtKRLV.jpg,"Sarah P. • Septembre 8, 2019
My favorite place to eat in Oslo!","Sarah P. • Septembre 8, 2019",https://fr.foursquare.com/sarahp9253707,Sarah P.
Kverneriet,https://fr.foursquare.com/v/kverneriet/5984a7fde96d0c55fc7ff2c6,https://fastly.4sqi.net/img/general/300x300/1813168_b7c1Fam1OjhScsdDUP-bma3ilUeGGvRt-9QIl0vN0Fw.jpg,8.7,112,Hamburgers,$$$$,"Henrik Ibsens gate 100, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/Z0PDQASC0FP3KMQV.jpg,"Antti T. L. • Décembre 22, 2017
Really good burgers! Full beverage rights, good bar.","Antti T. L. • Décembre 22, 2017",https://fr.foursquare.com/anttit.l2848523,Antti T. L.
Mantra,https://fr.foursquare.com/v/mantra/5bddcb2f3fcee8002c8cb065,https://fastly.4sqi.net/img/general/300x300/33901566_1QlR1w1mNb5CcYtXu2h0NfPPz_vZHNU4iu3zW4v6ii4.jpg,8.7,113,Indienne,$$$$,"Dronningens gate 19, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/138965167-YWXIIFNUT3MN30DK.jpg,"Lindsay M. • Juillet 23, 2019
Try the Chettinad Kozhi Kozhambu and the Gosht Lahsuni Kadai. Super flavour! Naan bread was also really good!","Lindsay M. • Juillet 23, 2019",https://fr.foursquare.com/lindsaym7307164,Lindsay M.
United bakeries,https://fr.foursquare.com/v/united-bakeries/55f13279498ef62f15a9ab86,https://fastly.4sqi.net/img/general/300x300/500660238_8LhqfZ0m059DahIrzF-PazmHYSKBmRjupc-KdxZTjLA.jpg,8.7,114,Boulangerie,$$$$,"Karl Johans Gate 37 (Første etasje), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/341974637-FBP4MQ3J5LDS5S3J.jpg,"Mohammed B. • Août 18, 2018
Délicieux !","Mohammed B. • Août 18, 2018",https://fr.foursquare.com/mohammeb3066541,Mohammed B.
Lulu,https://fr.foursquare.com/v/lulu/5a0cf9026dcf0435cc14abb8,https://fastly.4sqi.net/img/general/300x300/20393356_bD1rWgKCkKDjSsT8EjDN40KJCqmfJd8C0rYCpodica0.jpg,8.7,115,Japonaise,$$$$,"Youngs gate 7 (Youngstorget), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1334636_cc5pEjO9_ID3xNOiVKWMdg88DhstxbQ1M4xCNtu-FedDZsLVjbwITlBcUh2v4_-gyAqaWgo4i.jpg,"Steinar K. • Septembre 5, 2018
Excellent Omakase service with focus on sea-food, but also some plates with meat. Best place in town for sake. My new favorite in town!","Steinar K. • Septembre 5, 2018",https://fr.foursquare.com/steinark5672360,Steinar K.
Café Caminito,https://fr.foursquare.com/v/caf%C3%A9-caminito/4ef44c9f469075d094973984,https://fastly.4sqi.net/img/general/300x300/3703912_96J1QVhQ-hwQMbj67yl2Oep-CM60CAHqkqVqNdPrt4k.jpg,8.7,116,Café,$$$$,"Torshovgata 1 (Sandakerveien), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/429023-0HYBTAF1PRQFMFGW.jpg,"Beathe D. • Octobre 19, 2013
Best service in Oslo, friendly staff, lovely atmosphere & good coffee!","Beathe D. • Octobre 19, 2013",https://fr.foursquare.com/beathe,Beathe D.
Paradisbukta,https://fr.foursquare.com/v/paradisbukta/4b86892bf964a520788e31e3,https://fastly.4sqi.net/img/general/300x300/147565_H9PAK-99BGxt791UOQ9LOH3ws6Fa-qsO0WxnMUiRWPo.jpg,8.7,117,Plage,,"Bygdøy, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/87558311-FPFB2KFG1DQXOPWS,"Richard F. • Mai 20, 2018
Is a wonderful stone and grass beach, located in a bay. Thus the deserved name ""Paradise Bay"" great place for picnic, barbeque, beach, family or alone","Richard F. • Mai 20, 2018",https://fr.foursquare.com/ritcheyx,Richard F.
Vippa,https://fr.foursquare.com/v/vippa/57ffc17b38faf9301a4569f2,https://fastly.4sqi.net/img/general/300x300/12042641_sA9aNr_Cas6_k2_57jLU-0SicyEOD3rhH8ODyctBrqg.jpg,8.7,118,Bar,$$$$,"Akershusstranda 25, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/71869220-WWOS41E5A3YGSCTZ.jpg,"Kristin K. • Novembre 21, 2017
Try the Eritrean/Ethiopian injera! I tried the beef version and it was really good!","Kristin K. • Novembre 21, 2017",https://fr.foursquare.com/kekkakokkers,Kristin K.
Nasjonal Jazzscene,https://fr.foursquare.com/v/nasjonal-jazzscene/4cf004603b03f04d861942dc,https://fastly.4sqi.net/img/general/300x300/152013368_3vQmKpoYvqkJKttRy-32_5ningEDc_KddVUEX2AjEAk.jpg,8.6,119,Club de jazz,,"Karl Johans gate 35, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/131428930_ID8bOdWk_aK4ez0ykrldAPOVMdBx_OrWVwSD_6B8RPYin5-wT19UCdkXwJZ-UouYHQJheoL7a.jpg,"OJ B. • Juillet 11, 2016
One of Oslo's absolutely beat venues for jazz. Super cozy as well 👍","OJ B. • Juillet 11, 2016",https://fr.foursquare.com/ojb6886044,OJ B.
Interfoto,https://fr.foursquare.com/v/interfoto/51b9ea3ee4b0514614446658,https://fastly.4sqi.net/img/general/300x300/133421107_pmpnjOld7fYGHULDQpb51ETws2K3tLnR0uXGSxMYdlM.jpg,8.6,120,Magasin de photo,,"Drammensveien 130 (Bygg C-14), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/QOOOHOKNUXNDMOWW.jpg,"Roger K. • Juin 15, 2013
Fantastic shop! Great customer service - as always!","Roger K. • Juin 15, 2013",https://fr.foursquare.com/roko2001,Roger K.
Åpent Bakeri Adamstuen,https://fr.foursquare.com/v/%C3%A5pent-bakeri-adamstuen/540aad50498e9f26312940de,https://fastly.4sqi.net/img/general/300x300/2978638_2ZSPmzdbN_lDl5R6R8ZDlzHFqC2rWSR8nEKyN0ca6b8.jpg,8.6,121,Boulangerie,$$$$,"Brageveien 1a, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1618189_RL3IgItp_3WXjMGHJndUOUMhPg2wkzB9GFyMPPzzmxe-IFxYSY7xPDLZOsASr-8QQVD1rUVaQ.jpg,"Tomas H. • Septembre 8, 2017
Museli bun sliced into at least 7 slices with strawberry jam and butter. Americano. To stay. Best cafe in Oslo hands down.","Tomas H. • Septembre 8, 2017",https://fr.foursquare.com/tomash3404304,Tomas H.
Åpent Bakeri Barcode,https://fr.foursquare.com/v/%C3%A5pent-bakeri-barcode/5ad1db56ad17892a6af66b89,https://fastly.4sqi.net/img/general/300x300/44128609_eouQrDyjRtedBuHskHEKJRzbpbgiJkfo09W3OGOmA2Y.jpg,8.6,122,Coffee Shop,$$$$,"Dronning Eufemias Gate 16, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/469481108_b7u2l1fp_VGXWKqObISsP3oM8LcOwN2Xi6nVevllU2jFgth06JgfErBCg4tZQthr-dsOfJ4t0.jpg,"Mirjam J. • Mai 10, 2019
Super nice breakfast place! Both porridge and salmon-egg toast are great!","Mirjam J. • Mai 10, 2019",https://fr.foursquare.com/mirjamj5185605,Mirjam J.
Mr. India,https://fr.foursquare.com/v/mr-india/51cef2c8498e11f85c3001f1,https://fastly.4sqi.net/img/general/300x300/3594373_wzeJUI7F503km8go5tRyVFtavhpeanTfSoj9X2lti-k.jpg,8.6,123,Indienne,$$$$,"Dronningensgate 19, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/UVWXOSZV52CG1XZA.jpg,"Mathias H. • Décembre 17, 2015
Awesome indian food. Try the wild stuff, like pheasant, deer etc, which is excellent.","Mathias H. • Décembre 17, 2015",https://fr.foursquare.com/hellquist,Mathias H.
Java Espressobar & Kaffeforretning,https://fr.foursquare.com/v/java-espressobar--kaffeforretning/4b094acef964a5204f1523e3,https://fastly.4sqi.net/img/general/300x300/445617717_N7zSOIwvmn0HUepepB5936hcQnXh-fws6Z66QiIbBes.jpg,8.6,124,Coffee Shop,$$$$,"Ullevålsveien 47 (Geitmyrsveien), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/102761_1258663078105.jpg,"Johannes R. • Novembre 22, 2009
If you find yourself on St. Hanshaugen this is the place to go for a mean cappuccino or a strong and tasty espresso. Great place.","Johannes R. • Novembre 22, 2009",https://fr.foursquare.com/johannesr,Johannes R.
Sentralen Restaurant,https://fr.foursquare.com/v/sentralen-restaurant/56e40621498eb6039ef740b8,https://fastly.4sqi.net/img/general/300x300/9435394_qHyrSEWJbXPDZJLdu9DdkAwRwwkFiJL4nBqIvwlVSUY.jpg,8.6,125,Scandinave,$$$$,"Øvre Slottsgate 3, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/128939844-OFFAAJKEQ1P22NHK,"Maria K. • Octobre 17, 2016
Everything was great! But seriously, the veggies, the meat, the fish...all displayed such unique flavor palettes, we had to use the (moist, fresh) sourdough and farm-sweet butter as palette cleanser!","Maria K. • Octobre 17, 2016",https://fr.foursquare.com/mariak9586983,Maria K.
Creperie de Mari,https://fr.foursquare.com/v/creperie-de-mari/54350b9f498e3e47e077ca79,https://fastly.4sqi.net/img/general/300x300/13179385_RMJeWlM162hjaaZPb_GZChBvgenEfUsBC7E6MEPxnFc.jpg,8.6,126,Crêperie,,"Torggata, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/CMQVJITBN2NRPNKV.jpg,"Fredrik L. • Août 18, 2012
A little oasis serving up a lovely slice of France in the form of excellent crêpes - always with a friendly smile.","Fredrik L. • Août 18, 2012",https://fr.foursquare.com/flholst,Fredrik L.
L'ardoise,https://fr.foursquare.com/v/lardoise/55194755498e8aa8ef7ba0da,https://fastly.4sqi.net/img/general/300x300/8210572_clwgW6RXj9-rYPKFQqMjXSWKFV5xGNTZ3XWoat_dXq4.jpg,8.6,127,Française,$$$$,"Thereses gate 20, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/V4ODS45O4YBX5TI3.jpg,"Annette K. • Mars 19, 2016
Great service and excellent French bistro-fare in This neighborhood place. They sell sweets to take home, too.","Annette K. • Mars 19, 2016",https://fr.foursquare.com/akallevig,Annette K.
Sentrum Scene,https://fr.foursquare.com/v/sentrum-scene/4b0588b7f964a5200dd622e3,https://fastly.4sqi.net/img/general/300x300/110499992_-WB45C1kV2q6Ii-PHy-g8GJTerLvr7VSAe6gSVKxnbE.jpg,8.6,128,Salle de concert,,"Arbeidersamfunnets plass 1 (Calmeyers gate), Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/RPDXDBCYQA5ZYVZI.jpg,"hanneku • Mai 16, 2014
Best venue for bigger bands in town.","hanneku • Mai 16, 2014",https://fr.foursquare.com/hannevel,hanneku
Kulturkirken Jakob,https://fr.foursquare.com/v/kulturkirken-jakob/4b0588b6f964a520a3d522e3,https://fastly.4sqi.net/img/general/300x300/1233939_vUPKQ1l1-qoWxvAFlX7xdfs9GRGZaB4iK-FsJ91Zz8c.jpg,8.6,129,Galerie d'art,,"Hausmanns gate 14, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/HDIVOVBPZNWHC0NT.jpg,"Linn H. • Janvier 6, 2014
This church is nowadays a cultural scene. I saw a dance performance here and with the beautiful surroundings and candlelights it made it magnificent. Go check something out!","Linn H. • Janvier 6, 2014",https://fr.foursquare.com/linnhu,Linn H.
Skomaker Dagestad,https://fr.foursquare.com/v/skomaker-dagestad/4db97efb04376091210381b9,https://fastly.4sqi.net/img/general/300x300/21319525_nVvSje6oidJudeuj1pp55jnsNWu6hTydn1xAgyVuJbU.jpg,8.6,130,Chaussures,,"Josefines gate 2, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/438981316_SbzzndKp_yHUGivSuVde9i7MHReheC0fVCN_CAV5oOmSXq57_Yi0HVyVhwC2JeRACbD-gS4WA.jpg,"Jacob • Juillet 25, 2017
Great selection, helpful service!","Jacob • Juillet 25, 2017",https://fr.foursquare.com/jacob2475404,Jacob
Katla,https://fr.foursquare.com/v/katla/5b805536c62b49002c6f9c94,https://fastly.4sqi.net/img/general/300x300/24740490_B6y8Ed47jmCDq9BvOs_Nx_dSBFEOpmI21Twl1Ml6R7c.jpg,8.6,131,Japonaise,$$$$,"Universitetsgata 12, Oslo",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/471149542_56OIgsed_wGcf0ZESPKpUiaqkWJLkpgzQKdAHBkCvxjKmVFOF2uN79BVZWSqihyUb8XbKLZhW.jpg,"Petter S. • Septembre 13, 2022
Nice 5-dish course, and not too pricey.","Petter S. • Septembre 13, 2022",https://fr.foursquare.com/petters5614134,Petter S.
