Titre,Lien_du_titre,image,note,venueindex,catégorie,adresse,étiquette,avatar,tiptext,auteur,utilisateur_lien,utilisateur
Covent Garden Market,https://fr.foursquare.com/v/covent-garden-market/4ba6419bf964a520b23f39e3,https://fastly.4sqi.net/img/general/300x300/64252001_GO5NQ2_2Kk2gw6v5ezhm6bZpANshaOap5i7kfhfCAWE.jpg,9.3,97,Zone commerçante,"The Piazza, Londres",Enregistrer ,,,,,
Hedonism Wines,https://fr.foursquare.com/v/hedonism-wines/50293ef5e4b0ca628ae675e6,https://fastly.4sqi.net/img/general/300x300/9409326_HxUVQEUNX_98-uDisabuFtk9qGZnK4prXCcjHmY60jk.jpg,9.3,98,Caviste,"3-7 Davies St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/CMI4DTS4CJ3AIANB.jpg,"Michael H. • Novembre 26, 2014
Another fantastic drop in tasting on Monday. Great Sake and luscious Kope Colheita Tawny Port.","Michael H. • Novembre 26, 2014",https://fr.foursquare.com/mikeehadwin,Michael H.
The Wigmore,https://fr.foursquare.com/v/the-wigmore/5967bd71ee71205b8f06589f,https://fastly.4sqi.net/img/general/300x300/575970016_DSbqZ8-8o64prch37Yz4ChnTdTR2yRJHUtlfhFnbi5M.jpg,9.3,99,Pub,"15 Langham Place (Regent St), Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/60936-AUV2WUZ5052FUY1X,"Jenny S. • Septembre 16, 2019
Great bar food, fantastic service and central location. Can get busy with the after-work crowd so get in early if you want a table.","Jenny S. • Septembre 16, 2019",https://fr.foursquare.com/the_style_pa,Jenny S.
Duke of York Square,https://fr.foursquare.com/v/duke-of-york-square/4c30a942a0ced13a256f126e,https://fastly.4sqi.net/img/general/300x300/1373386421_GbIgqSzlNiNLegVTUTmGHWWt5vns6o9hbcKItiIEltk.jpg,9.3,100,Place,"Kings Rd, Chelsea",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/0W4VA3MQGQ3ZYD1Z.jpg,"Olivia B. • Juin 2, 2013
Such good shops and a nice place to sit outside (if the weather holds up)!","Olivia B. • Juin 2, 2013",https://fr.foursquare.com/ocbuss,Olivia B.
Dulwich Park,https://fr.foursquare.com/v/dulwich-park/4c1a109d6a21c9b66f6ccb97,https://fastly.4sqi.net/img/general/300x300/6305882_yjgN7vXy_SjtA1gHVaE5zYpp4Cuzb9vgmIdF6wZLCrQ.jpg,9.3,101,Parc,"College Rd, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/2337423-JSNTZVYWTFVUIK1X.jpg,"Daniel H. • Février 3, 2016
Great fun for kids; lots of space and a playground. Paddle boats on the lake with ducks and swans","Daniel H. • Février 3, 2016",https://fr.foursquare.com/dhensby,Daniel H.
Kastner & Ovens,https://fr.foursquare.com/v/kastner--ovens/4d2b2168342d6dcb732213cb,https://fastly.4sqi.net/img/general/300x300/18458966_NGA3ypS6BL8DBwkSsgw3r6nYzhs46DP6VizfreTKKfA.jpg,9.3,102,Café,"13 Frying Pan Alley (at Bell Lane), Aldgate",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/11D0X21HA15NJ2CM.jpg,"Koran M. • Octobre 1, 2014
Amazing always-changing variety of salads to choose from for takeaway boxes and there's usually a couple of great reasonably priced soups too.","Koran M. • Octobre 1, 2014",https://fr.foursquare.com/koranmc,Koran M.
Origin Coffee,https://fr.foursquare.com/v/origin-coffee/5bc9bd972aff31002cc8efe5,https://fastly.4sqi.net/img/general/300x300/4236066_8fYBeDdYVedibba8BpAWpzRxZN90LEE8TRxoTdVM1SU.jpg,9.3,103,Coffee Shop,"84 Scoresby St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/4MZFE4YG33MRW4TV.jpg,"Justin L. • Février 22, 2020
The late and cappuccino is fab. Really great coffee . Nice vibe and tunes","Justin L. • Février 22, 2020",https://fr.foursquare.com/justinlist,Justin L.
WatchHouse,https://fr.foursquare.com/v/watchhouse/61ba21b0ae78793beb3c53cc,https://fastly.4sqi.net/img/general/300x300/458267714_yHMD8KoqdR5EcIV_JirAt8kvoPff_wIwovfLdo_HUFA.jpg,9.3,104,Coffee Shop,"7 Upper St Martins Ln, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/72514515_AdDioreO_MmGUk4M47N8IgMJBoHbkhUEvLwuyGiNKBVqtrVuJQ_hxR69YN9Ot29j12XaYihH2.jpg,"Mada • Février 12
Their coffee is so amazing and their decaf gave hope to people who prefer it. the space is very spacious, airy and cute. The food is great and their prices are reasonable",Mada • Février 12,https://fr.foursquare.com/mada1726508,Mada
Scott's,https://fr.foursquare.com/v/scotts/4ac518d8f964a52085a820e3,https://fastly.4sqi.net/img/general/300x300/577527193_xiMz3o4KNne4t7lU0GNbDopLIBUTKFS_tLntxC_7K3g.jpg,9.3,105,Fruits de mer,"20 Mount St, Londres",Enregistrer ,,,,,
Lyric Hammersmith,https://fr.foursquare.com/v/lyric-hammersmith/4bd48d456f6495217c956dec,https://fastly.4sqi.net/img/general/300x300/11571150_3SSq3ZPiupNj82Xn-6aMKFttOr6ttNTXSlQhyEnzJUs.jpg,9.3,106,Théâtre,"Lyric Sq (King St), Hammersmith",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/212799-3I5Z43LMUIJHH3AE.jpg,"Neil H. • Décembre 22, 2013
Nice pizzas here by the slice and coffee very good.","Neil H. • Décembre 22, 2013",https://fr.foursquare.com/neilh4352827,Neil H.
Hagen,https://fr.foursquare.com/v/hagen/613f278034936a095d623b2d,https://fastly.4sqi.net/img/general/300x300/436361842__t_voFJmKXlm2a4KZOwu8CSxqFAen0IeFYbbHSBPARA.jpg,9.3,107,Coffee Shop,"30A Pimlico Rd, Belgravia",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/37583103_NIH3U2QO_M21L78YVmaVptkYNTkNvKmljTFrd_3zJGgG1QN6NG0xhaa5kkh5Oak59Oq85G7XF.jpg,"Whennoufeats • Mars 14
قهوة مختصة، جلسات محدودة داخلية و خارجية، جربت لاتيه بارد مع عسل ممتاز، ارجعله.",Whennoufeats • Mars 14,https://fr.foursquare.com/whennouf8244489,Whennoufeats
COYA London,https://fr.foursquare.com/v/coya-london/50b3f12be4b0923cb6ef914e,https://fastly.4sqi.net/img/general/300x300/92829379_q-NCPNkkMs_091rTCLRfh4IuQAZYQYQDJRpyXfPTtwU.jpg,9.3,108,Péruvien,"118 Piccadilly (Down St), Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Agnes M. • Janvier 2, 2018
Le menu dégustation permet une belle représentation de ces plats délicieux. Très bon ceviches","Agnes M. • Janvier 2, 2018",https://fr.foursquare.com/agnesm8485774,Agnes M.
Tower of London Riverside Walk,https://fr.foursquare.com/v/tower-of-london-riverside-walk/4b70510cf964a52028122de3,https://fastly.4sqi.net/img/general/300x300/52517153_9Bm1R7oaIo8asjKD2t9c5fKacJxg6F4xcWDlAkxsScE.jpg,9.3,109,Belvédère / Panorama,"Thames Path, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/92449225_GJqpX6Ac_PAGmGrui9DZSl9NRbO9PyKKncb9ZDcODjK5ZbryonOW2x6MqoFwJb_s3AXOvvmhi.jpg,"Elsy S. • Octobre 21, 2016
Grosse arnaque à touristes. On ne marche pas à l'extérieur mais sous un passage vitré. Décevant.","Elsy S. • Octobre 21, 2016",https://fr.foursquare.com/elsys5636612,Elsy S.
Abbaye de Westminster,https://fr.foursquare.com/v/westminster-abbey/4ac518cdf964a520eea520e3,https://fastly.4sqi.net/img/general/300x300/7269674_cXPTMZ8dmumenCwOIfM3e_WKwixSfMfmq0HrgNfbHMI.jpg,9.3,110,Église,"20 Dean's Yard, Londres",Enregistrer ,,,,,
Barbican Centre,https://fr.foursquare.com/v/barbican-centre/4ac518d3f964a5204da720e3,https://fastly.4sqi.net/img/general/300x300/1106560_jIY3DNEPp0DD7e9DG235DYHqLUK1uVlLbVkB5Udd6G4.jpg,9.3,111,Arts du spectacle,"Silk St, Londres",Enregistrer ,,,,,
Chiswick House & Gardens,https://fr.foursquare.com/v/chiswick-house--gardens/4ac518cff964a5204ea620e3,https://fastly.4sqi.net/img/general/300x300/1624288_Mx1tnPNloUiCdkoIVEaWN2J-Q0GD-487MwCalGJ5L2c.jpg,9.3,112,Site historique et protégé,"Burlington Ln, Londres",Enregistrer ,,,,,
Château de Hampton Court,https://fr.foursquare.com/v/hampton-court-palace/4bfd867ee9309521751462ab,https://fastly.4sqi.net/img/general/300x300/1388713775_NqsLpc-Qmo2eq3OoxRv8J0GcSWLGDHgByTCavipsqbU.jpg,9.3,113,Palais,"Hampton Court Rd, Hampton",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Pierre A. • Août 13, 2017
Les jardins sont fabuleux !!","Pierre A. • Août 13, 2017",https://fr.foursquare.com/pallyndr,Pierre A.
Harrods Food Halls,https://fr.foursquare.com/v/harrods-food-halls/51a0c58b498ed446439aae2d,https://fastly.4sqi.net/img/general/300x300/3340555_PTvjEyuxThCbJiriQ01sjnLSXoH_I000WJpViYMDH7A.jpg,9.3,114,Gastronomique,"87-135 Brompton Rd, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/J4QMC3GVIYMKY1DY.jpg,"R* • Mars 28, 2011
The Xin Dim Sum is lovely! Try the small menu!","R* • Mars 28, 2011",https://fr.foursquare.com/r9390731,R*
Howling Hops Tank Bar,https://fr.foursquare.com/v/howling-hops-tank-bar/55708461498e9d09a8d45f60,https://fastly.4sqi.net/img/general/300x300/174397977_lCub1v-g_3viuuhCZhCywLRmqefQJX-Nc_GPz3Gc91w.jpg,9.3,115,Bar,"Queens Yard (White Post Ln), Greater London",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/631420-L2ALDLNUZO2YGTPH.jpg,"Ашли . • Août 6, 2019
The Columbian food served there at the moment is delicious. Arepas and asado. Delicious.","Ашли . • Août 6, 2019",https://fr.foursquare.com/webash,Ашли .
Nobu,https://fr.foursquare.com/v/nobu/5fcd29b054dda9459b01b7f1,https://fastly.4sqi.net/img/general/300x300/421902563_hdLckHozdeFCw4MeerIxu4BjWm4xsTfMwQalJHOWHuM.jpg,9.3,116,Japonaise,"Nobu Hotel London Portman Square, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/545046416_d-z53kpL_3fJfsrEbxKK826ZUe8uVKB5rWtycWxMzqLsLxuoz83qtLIf6ucDLNQ7tt3Z33Le4.jpg,"Norah • Juillet 28, 2022
Lovely ambiance with great service, and food👍🏻 Highly recommended. Lobster salad is a must🤤","Norah • Juillet 28, 2022",https://fr.foursquare.com/norah2006063,Norah
Carpo,https://fr.foursquare.com/v/carpo/5641abb038fa7b01648ae33e,https://fastly.4sqi.net/img/general/300x300/3905957_x0WvQHo3nf9_Jd1W7xX2z4ue0iX4VTLrjBj56IRFUBM.jpg,9.3,117,Coffee Shop,"5 Montpelier St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Aziz H. • Décembre 15, 2017
Elegant cozy place, excellent coffee! Varieties of chocolates and nuts. Greek coffee is excellent “ Turkish coffee like “. Average price","Aziz H. • Décembre 15, 2017",https://fr.foursquare.com/azizh4527008,Aziz H.
Gordon's Wine Bar,https://fr.foursquare.com/v/gordons-wine-bar/4acdb591f964a520c7cc20e3,https://fastly.4sqi.net/img/general/300x300/60369932_kbMMMLmEVYmngd5SBBde0zOuSW6e5z1DgHxFxuxDVHY.jpg,9.3,118,Bar à vins,"47 Villiers St (Watergate Walk), Londres",Enregistrer ,,,,,
Tour de Londres,https://fr.foursquare.com/v/tower-of-london/4ac518cef964a520f7a520e3,https://fastly.4sqi.net/img/general/300x300/1049719_etXnzGtBn2veteJbVlrRkSaSvS93gsmENBKiTzAu6I0.jpg,9.3,119,Château,"5 Great Tower St, Londres",Enregistrer ,,,,,
Parliament Hill,https://fr.foursquare.com/v/parliament-hill/4ac518f5f964a5201faf20e3,https://fastly.4sqi.net/img/general/300x300/11664676_RlAy1ZONqsecENJra5tkeif9HGe9yuiMlkBayp2JTMw.jpg,9.3,120,Belvédère / Panorama,"Parliament Hill, Londres",Enregistrer ,,,,,
Fortnum & Mason,https://fr.foursquare.com/v/fortnum--mason/4ac518ecf964a52075ac20e3,https://fastly.4sqi.net/img/general/300x300/10012656_FiCS7LZUDhSXNMOYE4MbSHVZx_ms3pRgK20RF1uDgTA.jpg,9.3,121,Grand magasin,"181 Piccadilly, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/-45TIAVWS0AGLQD4Q.jpg,"Olivier M. • Août 25, 2012
Les biscuits y sont exceptionnels dans des boites superbes.","Olivier M. • Août 25, 2012",https://fr.foursquare.com/oliviermoch,Olivier M.
The Punch Room,https://fr.foursquare.com/v/the-punch-room/52c0afe3498e24a3c301d934,https://fastly.4sqi.net/img/general/300x300/1181_aTjLi9f88DZT9Nqp-HFtpUGKh_hYJPZMuetvhxSiIVU.jpg,9.2,122,Bar d'hôtel,"10 Berners St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/86109666_Ny0CUP3u_xUWxWQHEHAklDJ0qTq3QxE3-pC75Vq-ullBVuvD0XK_inxO0N1WVlDe0G-tGvFx1.jpg,"Alyce B. • Décembre 16, 2018
Everything is delicious, if you’re unsure ask your waiter","Alyce B. • Décembre 16, 2018",https://fr.foursquare.com/alyceb6833831,Alyce B.
Newington Green Fruit & Vegetables,https://fr.foursquare.com/v/newington-green-fruit--vegetables/4ae89243f964a52082b021e3,https://fastly.4sqi.net/img/general/300x300/private_content_2.png,9.2,123,Primeur,"109 Newington Green Rd, Greater London",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/3RIMDER3TCEEVRPC.jpg,"Javier H. • Août 7, 2012
This is the best fruits and veggie shop in London. Products are fresh, price is unbeatable. Can't recommend it enough.","Javier H. • Août 7, 2012",https://fr.foursquare.com/javitxu_8,Javier H.
Buckingham Palace Gate,https://fr.foursquare.com/v/buckingham-palace-gate/4c6a984d8e7c0f47d388e20f,https://fastly.4sqi.net/img/general/300x300/141649416_HiL8TDQsy0rtmApdWw3R-jGHpXI_LX6ZYRxhwetv_ww.jpg,9.2,124,Monument,"Buckingham Palace Rd, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/21853328_Mf80yAE8_1IKXF2wuBP3Gts4Q6CByKKXYsy9tm8kzSPLhsIdx2prAhoeamdnD1sFlQGs9c4Jl.jpg,"Jeremy H. • Août 12, 2022
La reine..","Jeremy H. • Août 12, 2022",https://fr.foursquare.com/jhertmans,Jeremy H.
Rosslyn,https://fr.foursquare.com/v/rosslyn/5a8fda2d9e3b652cb8ae5068,https://fastly.4sqi.net/img/general/300x300/1395383683_thxaB2iKUKFhWeBJuVq50QxgBFI_4yO_ZPlfAChHyP8.jpg,9.2,125,Coffee Shop,"78 Queen Victoria St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/54667990-PYFY4MLMSESYKTEW.jpg,"•Antranik• • Octobre 6, 2020
Truly great coffee shop, dedicated to offering good quality coffee. Loved the service, the aesthetic. 👌👌👌","•Antranik• • Octobre 6, 2020",https://fr.foursquare.com/antranik3591591,•Antranik•
Burberry,https://fr.foursquare.com/v/burberry/4d4c0732a22c224bbea4f593,https://fastly.4sqi.net/img/general/300x300/8014739_kIHluTcZb3-0etFDBVLCyV60IFJT7zQblgKiQohhg5w.jpg,9.2,126,Boutique,"121 Regent St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/JFTCR2LLHIY3USOE.jpg,"Hubert K. • Octobre 14, 2013
Très belle collection avec les plus beaux trench du marché. Lieu unique à voir absolument et faites des folies...","Hubert K. • Octobre 14, 2013",https://fr.foursquare.com/kratiroff,Hubert K.
Royal Academy of Arts,https://fr.foursquare.com/v/royal-academy-of-arts/4ac518d3f964a52067a720e3,https://fastly.4sqi.net/img/general/300x300/92708180_epynnmNqFAVzIPo3UQL686-T8fIk11jHee1tXN4a0t8.jpg,9.2,127,Musée d'art,"50-52 Piccadilly, Londres",Enregistrer ,,,,,
Zuma,https://fr.foursquare.com/v/zuma/4ac518bff964a5202da320e3,https://fastly.4sqi.net/img/general/300x300/482859362_x_m4Shehrchz9Ukn_6m2irOqbv0Z2m-EY06SGj8wlDQ.jpg,9.2,128,Japonaise,"5 Raphael St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_girl.png,"Nirian D. • Mai 14, 2018
Excellent!","Nirian D. • Mai 14, 2018",https://fr.foursquare.com/niriand8233783,Nirian D.
67 Pall Mall,https://fr.foursquare.com/v/67-pall-mall/54cbca9e498e5239f9593318,https://fastly.4sqi.net/img/general/300x300/1379486808_HZ2z48WEth_zDRwyWmIiZlb7IzSYdNpL1cltqhp6y_c.jpg,9.2,129,Discothèque,"67 Pall Mall, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/11549709-N2QDMQKRG031RTAJ.jpg,"Andrew C. • Janvier 28, 2016
Make sure you book a table so you don't get stuck in the pokey mezzanine library area. Oh, and I hope you like wine because that's what it's all about here. Great club.","Andrew C. • Janvier 28, 2016",https://fr.foursquare.com/andrewcarrier,Andrew C.
Smokestak,https://fr.foursquare.com/v/smokestak/58188c2b38fab86819349c50,https://fastly.4sqi.net/img/general/300x300/212990_5DTNAfC0GJGTw7plNUU0hYJB1x3rUxTm22aYOhFtIak.jpg,9.2,130,Barbecue,"35 Sclater St, Shoreditch",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/7883610-TMLGZM2B0PVDNYGC.jpg,"Adrien P. • Janvier 14, 2019
Tout est niquel, prix correctes. Les « jacket potatoes » étaient sublimes !","Adrien P. • Janvier 14, 2019",https://fr.foursquare.com/grenagluman,Adrien P.
Disrepute,https://fr.foursquare.com/v/disrepute/5856eb15ea1c0d49112a3951,https://fastly.4sqi.net/img/general/300x300/5433425_BCLwkkfJRRBpGh6txBaQjbe1NS7yiZMME9QPlg3-wLY.jpg,9.2,131,Cocktail,"4 Kingly Court, Soho",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/399162634_2cGLLAhJ_s4HIcCIOs3_QTif9NQsWnX_IlsTLmk7mAxq_P3VE0fnx4eSEEnlzV8Rkiz4HRpZJ.jpg,"Cleobulus .. • Octobre 25, 2019
Fancy place, very friendly personnel and delicious cocktails! Try the Holy Smoke!","Cleobulus .. • Octobre 25, 2019",https://fr.foursquare.com/cleobulu6532770,Cleobulus ..
Old Royal Naval College,https://fr.foursquare.com/v/old-royal-naval-college/4ca32c93d7c33704224e9e62,https://fastly.4sqi.net/img/general/300x300/35186855_YjuFm_fZaft8JLJFyM_MyisowW4Cnk2kfyBa1iSu4M8.jpg,9.2,132,Site historique et protégé,"King William Walk, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/63571087_Fh963vUM_Ep3V8w-iY-rUfACA5X461bgbtxcHj5JLP1_kk_PXDJ4brbuJfL0xURGajbpmF_iq.jpg,"Arix B. • Septembre 22, 2016
One of the best spectacular and wonderful college! And the mine 😁😬","Arix B. • Septembre 22, 2016",https://fr.foursquare.com/ariannabison,Arix B.
Chanel Boutique,https://fr.foursquare.com/v/chanel-boutique/4b9b9181f964a520231036e3,https://fastly.4sqi.net/img/general/300x300/603663550_E30jXAzfduNLffmIOYD56zNTbpVMBW1oiL4U30vpDFU.jpg,9.2,133,Boutique,"167-169 Sloane Street, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/552380236_px03ziai_ICj0ppU_oGZkmQq9iVd6G3HaPWcqxvJoFTHkvxjDUvTmwnJXYZFiG4XQMJTKq7Qm.jpg,"Andy K. • Août 24, 2019
Loved this place.Best services at all.I am amazed and surprised.Highly Recommended.","Andy K. • Août 24, 2019",https://fr.foursquare.com/andyk5325048,Andy K.
The Whisky Exchange,https://fr.foursquare.com/v/the-whisky-exchange/572f6ec7498eb9a06b8c640c,https://fastly.4sqi.net/img/general/300x300/39539527_T3P7fHT2vkuc1zxxM-qA1ln8EToSNuyj0KiebzLhcG8.jpg,9.2,134,Magasin de spiritueux,"2 Bedford St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/39425-041RZFOU34DZAE0L.jpg,"Jeff B. • Janvier 27, 2016
Absolutely brilliant collection of spirits, especially malt whisky of all varieties.","Jeff B. • Janvier 27, 2016",https://fr.foursquare.com/thejeffbyrnes,Jeff B.
Dalston Eastern Curve Garden,https://fr.foursquare.com/v/dalston-eastern-curve-garden/4c3086b766e40f47369fc38b,https://fastly.4sqi.net/img/general/300x300/50243141_cC-aMAczSbsk3eP41E84z0DGDdkmrw6D4J3iRjhBl5w.jpg,9.2,135,Jardin,"Dalston Ln (Hackney Peace Carnival Mural, at 13 Dalston Ln.), Dalston",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/10787759-EH14XCTY3SFTUXF1.jpg,"Joana V. • Juillet 28, 2013
Fab place to go for picnic or some drinks. You can just relax and hang out there, free of charge.","Joana V. • Juillet 28, 2013",https://fr.foursquare.com/_jo_veiga,Joana V.
Bishop's Park,https://fr.foursquare.com/v/bishops-park/4ac518cef964a5203ba620e3,https://fastly.4sqi.net/img/general/300x300/6838938_EpFSzOfHehNNQp4PtWgXox9FwQ7nwxm9SxNA_jOEus0.jpg,9.2,136,Parc,"Bishop's Ave, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/519802494_bL71KX-E_BlBuF6qbcH-GeBNART0ee2fl7QvxtLSQb9Jet5-qe0Fx9q5Lh8Ud1OBfv78v7Thb.jpg,"Eatdapies • Décembre 27, 2018
Beautiful park right by the River Thames","Eatdapies • Décembre 27, 2018",https://fr.foursquare.com/eatdapie2005350,Eatdapies
Musée d'Histoire Naturelle de Londres,https://fr.foursquare.com/v/natural-history-museum/4ac518cdf964a520e8a520e3,https://fastly.4sqi.net/img/general/300x300/61574706_G_ODIj1kd8CxW2PEvDx6H2UauJa-D-Ja-s600t112mc.jpg,9.2,137,Musée des sciences,"Cromwell Rd (at Queen's Gate), Londres",Enregistrer ,,,,,
Centre Court,https://fr.foursquare.com/v/centre-court/4c1f5bffb4e62d7f407bdf93,https://fastly.4sqi.net/img/general/300x300/80453746_-o30iiuKHchR_yHPXzzTdwQ8HC3jYGieNb1YAkSTNhk.jpg,9.2,138,Tennis,"The All England Lawn Tennis Club (Church Rd), Wimbledon",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/26791538_sZ3SZPTp_o7_I9_LjY2OQuVQLs9D3bm_2UPQv1P89Rhi7rGbUA6h6EAgSaUnEZeMeiVZMo_6X.jpg,"Arlene N. • Juillet 1, 2013
Pimms d-lishus £7.50 per glass! SOOOO Worth it!!","Arlene N. • Juillet 1, 2013",https://fr.foursquare.com/arlenen6066600,Arlene N.
Waterstones,https://fr.foursquare.com/v/waterstones/4ac518eef964a52003ad20e3,https://fastly.4sqi.net/img/general/300x300/848065_q-4mK5W-zCgQWhYetyaVpSFB_f7se_sN9yJ6D4cH3c8.jpg,9.2,139,Librairie,"203-206 Piccadilly, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/WSJ5GUHDZISU4OIK.jpg,"Francois M. • Janvier 4, 2014
Géant la plus grande librairie d'Europe. De la place du choix du personnel compétent le rêve ! Giant biggest bookshop in Europe. Place, vast offer, competent staff : dream come true ! Enjoy !","Francois M. • Janvier 4, 2014",https://fr.foursquare.com/francoismoraud,Francois M.
Southbank Centre,https://fr.foursquare.com/v/southbank-centre/4b7c1a5ef964a520137d2fe3,https://fastly.4sqi.net/img/general/300x300/149701388_Kqr_vvIoTCYeA5rlrIRo39_YalkUdhfu3sm-QDFvN-w.jpg,9.2,140,Arts du spectacle,"Belvedere Rd, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/29287759-NWYTQAV40JB5551T.jpg,"Elyse Y. • Novembre 9, 2012
Highly recommend for gathering with friend and family after seeing the art exhibition. Nice atmosphere and enough sofas to relax on.","Elyse Y. • Novembre 9, 2012",https://fr.foursquare.com/elysey4121327,Elyse Y.
Richmond Green,https://fr.foursquare.com/v/richmond-green/4b716e6ef964a52059462de3,https://fastly.4sqi.net/img/general/300x300/22654563_WoWgD-agF0_qK1LDIj1xpMpKRhh5Rc_WlUEFLRB2p58.jpg,9.2,141,Parc,"The Green, Richmond",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1301040-B4QIGZ1LAES2VEIZ.jpg,"M K. • Mai 20, 2012
Beautiful park to relax in on a nice day. Few pubs dotted around for beers if desired :)","M K. • Mai 20, 2012",https://fr.foursquare.com/nairamk,M K.
The Sir John Ritblat Gallery: Treasures of the British Library,https://fr.foursquare.com/v/the-sir-john-ritblat-gallery-treasures-of-the-british-library/4daeaa490437710b8137b098,https://fastly.4sqi.net/img/general/300x300/128378000_N_u_KNU6Dm1KElHa1CwGBAoVOSlHGiFNMgzMntXiFOg.jpg,9.2,142,Musée,"96 Euston Road (The British Library), Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/HUWDID30KCLYSO0K.jpg,"Lee N. • Mars 12, 2020
Fascinating. Viewing handwritten music by the great composers is just magical.","Lee N. • Mars 12, 2020",https://fr.foursquare.com/lee_nixon,Lee N.
Corinthia Hotel,https://fr.foursquare.com/v/corinthia-hotel/4d274945d86aa09024d41dc0,https://fastly.4sqi.net/img/general/300x300/106730946_qfQOCQGcHWqMbdFpZ3whTIMOtO8BOAIFG4QxO75q9ok.jpg,9.2,143,Hôtel,"Whitehall Pl, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/89629008-0M2MBOBAKW5IVLED.jpg,"🕊 Fondation I. • Juillet 31, 2014
Design intéressant.","🕊 Fondation I. • Juillet 31, 2014",https://fr.foursquare.com/intelligencetv,🕊 Fondation I.
The Hoxton Holborn,https://fr.foursquare.com/v/the-hoxton-holborn/54240085498e62eee21eb8da,https://fastly.4sqi.net/img/general/300x300/95404908_6GE3LqRp8alAE7NpxKPsGTNE0JzMdXPxvOPf-XoDJJo.jpg,9.2,144,Hôtel,"199-206 High Holborn (Newton St), Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/39310175-LSNS5U4YBVHIPUMA.jpg,"Cami H. • Octobre 27, 2016
Very trendy, casual, hip. Cool venue and people. The new London.","Cami H. • Octobre 27, 2016",https://fr.foursquare.com/kamikazeeh,Cami H.
Pizzeria & Pasqua,https://fr.foursquare.com/v/pizzeria--pasqua/4b3bb4b3f964a520467925e3,https://fastly.4sqi.net/img/general/300x300/457392785_ZC9f5Wcy7td0WotXYMPbMqOz8IYW9afSiPcRrOfny8o.jpg,9.2,145,Pizza,"87-135 Brompton Rd (2nd Fl.), Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/18248998_vWFjOTqv_ebpy6hvvH31u9PGQjM4ZOGKoyLUao6B6Z2Xx7DHsnpInHw3Hnp30hNHEhH0vp6-G.jpg,"Mohammed A. • Octobre 21, 2016
My favorite place for arabiata pasta and ravioli.. chicken shawarma pizza is must to try.","Mohammed A. • Octobre 21, 2016",https://fr.foursquare.com/mohammea1571618,Mohammed A.
Hackney Picturehouse,https://fr.foursquare.com/v/hackney-picturehouse/4dc91970b0fbf26798c2c42c,https://fastly.4sqi.net/img/general/300x300/12873018_s-Li4SkhoL-n-bRd0ZOmWsujmjrHRUp4ED_CKxCdYr4.jpg,9.2,146,Cinéma,"270 Mare St, Londres",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/AWGAG35FS4RA0TSP.jpg,"Lopiteaux • Août 14, 2015
Nice, cosy little cinema with a great café.","Lopiteaux • Août 14, 2015",https://fr.foursquare.com/lopiteau1698479,Lopiteaux
